,version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Runes1,Items1,Spells1,Runes2,Items2,Spells2,win_rate,pick_rate,ban_rate,pick_ban_rate,average_KDA,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration35+_total,duration35+_wins,duration35+_winrate,Allies0_winrate,Allies0_samples,Allies1_winrate,Allies1_samples,Allies2_winrate,Allies2_samples,Counters0_winrate,Counters0_samples,Counters1_winrate,Counters1_samples,Counters2_winrate,Counters2_samples,Allies0,Allies1,Allies2,Counters0,Counters1,Counters2
57,9.22.1,Kindred,203,Kindred,FALSE,,TRUE,,,,The Eternal Hunters,"Separate, but never parted, Kindred represents the twin essences of death. Lamb's bow offers a swift release from the mortal realm for those who accept their fate. Wolf hunts down those who run from their end, delivering violent finality within his...",Marksman',,Mana,8,2,2,4,Kindred.png,champion1.png,champion,336,96,48,48,540,85,300,35,325,29,3.5,30,0.5,500,7,0.55,6.972,0.4,0,0,65,2.26,3.5,0.625,Triumph,3006,SummonerFlash,CoupDeGrace,1412,SummonerSmite,LegendAlacrity,3031,SummonerHeal,0.499530516,0.024675626,0.00637164,0.031047266,2.085037175,141,75,0.531914894,284,130,0.457746479,344,182,0.529069767,175,89,0.508571429,121,56,0.462809917,0.785714286,26,0.736842105,26,0.733333333,26,0.230769231,34,0.235294118,34,0.272727273,34,Twitch,Taric,DrMundo,Maokai,Sion,Warwick
58,9.22.1,Kled,240,Kled,TRUE,TRUE,,TRUE,,,the Cantankerous Cavalier,"A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the...",Fighter',Tank',Courage,8,2,2,7,Kled.png,champion1.png,champion,384,96,48,48,340,70,100,0,345,35,4,32.1,1.25,125,6,0.75,0,0,0,0,65,3.5,3.5,0.625,Triumph,3071,SummonerFlash,Conqueror,3748,SummonerTeleport,LegendAlacrity,1055,SummonerDot,0.536862939,0.046825765,0.048308619,0.095134384,2.17938343,279,162,0.580645161,498,276,0.554216867,607,334,0.550247117,390,202,0.517948718,247,111,0.449392713,0.7,75,0.666666667,75,0.666666667,75,0.2,58,0.333333333,58,0.371428571,58,Ziggs,Fiddlesticks,Mordekaiser,Azir,Lissandra,DrMundo
59,9.22.1,KogMaw,96,Kog'Maw,FALSE,,,,TRUE,,the Mouth of the Abyss,"Belched forth from a rotting Void incursion deep in the wastelands of Icathia, Kog'Maw is an inquisitive yet putrid creature with a caustic, gaping mouth. This particular Void-spawn needs to gnaw and drool on anything within reach to truly understand it...",Marksman',Mage',Mana,8,2,5,6,KogMaw.png,champion1.png,champion,432,96,48,48,534,88,325,40,330,24,3.5,30,0.5,500,3.75,0.55,8.75,0.7,0,0,61,3.11,2.65,0.665,CoupDeGrace,3124,SummonerFlash,LethalTempo,3006,SummonerHeal,Triumph,3153,SummonerBarrier,0.495821727,0.016635774,0.001506024,0.018141798,2.107344633,70,29,0.414285714,152,73,0.480263158,254,132,0.519685039,134,66,0.492537313,108,56,0.518518519,0.782608696,16,0.692307692,16,0.6875,16,0.233333333,23,0.25,23,0.285714286,23,Pyke,Evelynn,Diana,Nocturne,Lissandra,Leblanc
60,9.22.1,Leblanc,7,LeBlanc,TRUE,,,TRUE,,,the Deceiver,"Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...",Assassin',Mage',Mana,1,4,10,9,Leblanc.png,champion2.png,champion,0,0,48,48,528,92,334,50,340,21.88,3.5,30,0.5,525,7.5,0.55,6,0.8,0,0,54.88,3.5,1.4,0.625,Electrocute,3285,SummonerFlash,EyeballCollection,3020,SummonerDot,SuddenImpact,3165,SummonerTeleport,0.480991029,0.054240037,0.055398517,0.109638554,2.452302931,316,152,0.481012658,558,258,0.462365591,710,349,0.491549296,446,225,0.504484305,311,142,0.45659164,0.681818182,57,0.666666667,57,0.666666667,57,0.24,79,0.3125,79,0.35483871,79,Rumble,Kalista,Taliyah,Taric,Ziggs,Soraka
61,9.22.1,LeeSin,64,Lee Sin,TRUE,,TRUE,,,,the Blind Monk,"A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...",Fighter',Assassin',Energy,8,5,3,6,LeeSin.png,champion2.png,champion,48,0,48,48,575,85,200,0,345,33,3.7,32.1,1.25,125,7.5,0.7,50,0,0,0,70,3.2,3,0.651,Triumph,3071,SummonerFlash,CoupDeGrace,1412,SummonerSmite,Conqueror,1400,SummonerDot,0.466136876,0.19534291,0.106325301,0.301668211,2.157747022,1164,566,0.486254296,2019,924,0.457652303,2445,1145,0.468302658,1724,778,0.451276102,1079,517,0.479147359,0.580645161,237,0.571428571,237,0.566666667,237,0.38372093,253,0.384615385,253,0.391304348,253,Karthus,Warwick,Gragas,Bard,Maokai,Sion
62,9.22.1,Leona,89,Leona,TRUE,,,,,TRUE,the Radiant Dawn,"Imbued with the fire of the sun, Leona is a holy warrior of the Solari who defends Mount Targon with her Zenith Blade and the Shield of Daybreak. Her skin shimmers with starfire while her eyes burn with the power of the celestial Aspect within her...",Tank',Support',Mana,4,8,3,4,Leona.png,champion2.png,champion,96,0,48,48,576.16,87,302.2,40,335,47,3.6,32.1,1.25,125,8.5,0.85,6,0.8,0,0,60.04,3,2.9,0.625,Aftershock,3117,SummonerFlash,BonePlating,3401,SummonerDot,Overgrowth,3050,SummonerExhaust,0.530238241,0.151714551,0.171709917,0.323424467,1.377135241,815,428,0.525153374,1517,839,0.55306526,2045,1096,0.53594132,1339,691,0.516056759,832,418,0.502403846,0.733333333,19,0.714285714,19,0.711111111,19,0.377358491,194,0.391304348,194,0.392857143,194,Taric,Anivia,Taliyah,Quinn,Ivern,MonkeyKing
63,9.22.1,Lissandra,127,Lissandra,TRUE,,,TRUE,,,the Ice Witch,"Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze—she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...",Mage',,Mana,2,5,8,6,Lissandra.png,champion2.png,champion,144,0,48,48,550,90,475,30,325,22,3.7,30,0.5,550,7,0.55,8,0.4,0,0,53,2.7,1.36,0.656,ManaflowBand,3020,SummonerFlash,Aftershock,3285,SummonerTeleport,BonePlating,3157,SummonerDot,0.498430141,0.029518072,0.008549583,0.038067655,1.938437742,178,95,0.533707865,293,148,0.505119454,403,204,0.506203474,256,117,0.45703125,144,71,0.493055556,0.75,32,0.704545455,32,0.666666667,32,0.222222222,39,0.25,39,0.266666667,39,Sona,Twitch,Fiddlesticks,Malphite,Galio,Shyvana
64,9.22.1,Lucian,236,Lucian,FALSE,,,TRUE,TRUE,,the Purifier,"Lucian, a Sentinel of Light, is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. After the wraith Thresh slew his wife, Lucian embarked on the path of vengeance—but even with her return to...",Marksman',,Mana,8,5,3,6,Lucian.png,champion2.png,champion,192,0,48,48,571,86,348.88,38,335,28,3,30,0.5,500,3.75,0.65,8.176,0.7,0,0,64,2.75,3.3,0.638,PressTheAttack,3006,SummonerFlash,CoupDeGrace,3508,SummonerHeal,Triumph,3153,SummonerTeleport,0.480268927,0.158526413,0.01568582,0.174212234,2.176063887,824,403,0.48907767,1610,780,0.48447205,2061,977,0.474041727,1495,684,0.457525084,852,442,0.518779343,0.632653061,143,0.607142857,143,0.59375,143,0.371794872,190,0.380952381,190,0.388429752,190,Ziggs,Draven,TahmKench,Shyvana,Urgot,Karma
65,9.22.1,Lulu,117,Lulu,TRUE,,,,,TRUE,the Fae Sorceress,"The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this...",Support',Mage',Mana,4,5,7,5,Lulu.png,champion2.png,champion,240,0,48,48,525,74,350,55,330,28.22,3.7,30,0.5,550,6,0.6,11,0.6,0,0,46.368,2.6,2.25,0.625,SummonAery,3504,SummonerFlash,ManaflowBand,3117,SummonerDot,Scorch,3098,SummonerExhaust,0.519337017,0.05871177,0.010518999,0.069230769,1.373550456,302,154,0.509933775,630,325,0.515873016,809,416,0.51421508,502,258,0.513944223,291,163,0.560137457,1,9,0.730769231,9,0.714285714,9,0.352941176,85,0.357142857,85,0.357142857,85,Taric,Kindred,Maokai,Neeko,AurelionSol,Kindred
66,9.22.1,Lux,99,Lux,TRUE,,,TRUE,,TRUE,the Lady of Luminosity,"Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...",Mage',Support',Mana,2,4,9,5,Lux.png,champion2.png,champion,288,0,48,48,490,85,480,23.5,330,18.72,4,30,0.5,550,5.5,0.55,8,0.8,0,0,53.54,3.3,1,0.669,ManaflowBand,3020,SummonerFlash,Transcendence,3285,SummonerDot,ArcaneComet,3098,SummonerBarrier,0.502155172,0.129008341,0.018721038,0.147729379,1.846222774,696,350,0.502873563,1185,589,0.497046414,1544,758,0.490932642,1250,627,0.5016,893,472,0.528555431,0.756756757,75,0.631578947,75,0.593406593,75,0.340425532,172,0.363636364,172,0.392405063,172,Taric,Taliyah,Orianna,Ziggs,AurelionSol,Shyvana
67,9.22.1,Malphite,54,Malphite,TRUE,TRUE,,TRUE,,TRUE,Shard of the Monolith,"A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...",Tank',Fighter',Mana,5,9,7,2,Malphite.png,champion2.png,champion,336,0,48,48,574.2,90,282.2,40,335,37,3.75,32.1,1.25,125,7,0.55,7.324,0.55,0,0,61.97,4,3.4,0.736,ManaflowBand,3020,SummonerFlash,ArcaneComet,3047,SummonerTeleport,Scorch,3025,SummonerSmite,0.503139717,0.088554217,0.098076923,0.18663114,1.964157706,393,200,0.508905852,841,425,0.505350773,1118,580,0.518783542,867,428,0.493656286,603,290,0.48092869,0.692307692,109,0.65,109,0.637931034,109,0.272727273,113,0.294117647,113,0.315789474,113,Ivern,Azir,Zilean,Corki,Quinn,Ziggs
68,9.22.1,Malzahar,90,Malzahar,TRUE,TRUE,,TRUE,,,the Prophet of the Void,"A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...",Mage',Assassin',Mana,2,2,9,6,Malzahar.png,champion2.png,champion,384,0,48,48,537,87,375,27.5,335,18,3.5,30,0.5,500,6,0.6,8,0.8,0,0,55,3,1.5,0.625,ManaflowBand,3285,SummonerFlash,Transcendence,3116,SummonerTeleport,SummonAery,3020,SummonerDot,0.521501173,0.059267841,0.084105653,0.143373494,1.889309366,286,134,0.468531469,557,292,0.524236984,792,442,0.558080808,566,295,0.521201413,357,171,0.478991597,0.7,60,0.692307692,60,0.684210526,60,0.322580645,85,0.3625,85,0.363636364,85,Velkoz,Diana,Graves,Shyvana,Twitch,Ivern
69,9.22.1,Maokai,57,Maokai,TRUE,TRUE,,,,TRUE,the Twisted Treant,"Maokai is a rageful, towering treant who fights the unnatural horrors of the Shadow Isles. He was twisted into a force of vengeance after a magical cataclysm destroyed his home, surviving undeath only through the Waters of Life infused within his...",Tank',Mage',Mana,3,8,6,3,Maokai.png,champion2.png,champion,432,0,48,48,565,95,377.28,43,335,39,4,32.1,1.25,125,5,0.75,7.2,0.6,0,0,63.54,3.3,2.125,0.8,Aftershock,3065,SummonerFlash,Demolish,3068,SummonerTeleport,BiscuitDelivery,3111,SummonerDot,0.502712477,0.025625579,0.001552363,0.027177943,1.616039744,125,63,0.504,253,133,0.5256917,354,171,0.483050847,223,107,0.479820628,151,82,0.543046358,0.8,17,0.714285714,17,0.7,17,0.285714286,31,0.295454545,31,0.3,31,AurelionSol,Lulu,Taric,Lissandra,Elise,Trundle
70,9.22.1,MasterYi,11,Master Yi,FALSE,,TRUE,,,,the Wuju Bladesman,"Master Yi has tempered his body and sharpened his mind, so that thought and action have become almost as one. Though he chooses to enter into violence only as a last resort, the grace and speed of his blade ensures resolution is always swift. As one of...",Assassin',Fighter',Mana,10,4,2,4,MasterYi.png,champion2.png,champion,0,48,48,48,598.56,92,250.56,42,355,33,3,32.1,1.25,125,7.5,0.65,7.256,0.45,0,0,66,3,2,0.679,Triumph,1419,SummonerSmite,CoupDeGrace,3124,SummonerFlash,LegendAlacrity,3006,SummonerDot,0.523527963,0.094045412,0.247265987,0.341311399,2.286711899,524,273,0.520992366,1021,526,0.515181195,1238,632,0.510500808,814,444,0.545454545,462,250,0.541125541,0.71627907,105,0.6875,105,0.657142857,105,0.321428571,115,0.357142857,115,0.416666667,115,Taric,Corki,MonkeyKing,AurelionSol,TahmKench,Ziggs
71,9.22.1,MissFortune,21,Miss Fortune,FALSE,,,,TRUE,,the Bounty Hunter,"A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally...",Marksman',,Mana,8,2,5,1,MissFortune.png,champion2.png,champion,48,48,48,48,541,91,325.84,35,325,28,3,30,0.5,550,3.75,0.65,8.042,0.65,0,0,50,2.7,3,0.656,MagicalFootwear,3006,SummonerFlash,BiscuitDelivery,3508,SummonerHeal,LegendBloodline,1055,SummonerDot,0.537291169,0.155329008,0.024652456,0.179981464,2.138525137,812,453,0.557881773,1551,844,0.544165055,1985,1065,0.536523929,1436,764,0.532033426,920,476,0.517391304,0.705882353,222,0.693548387,222,0.666666667,222,0.416666667,194,0.434554974,194,0.43902439,194,Taliyah,Taric,Skarner,Taric,Twitch,Shyvana
72,9.22.1,MonkeyKing,62,Wukong,TRUE,,TRUE,,,,the Monkey King,"Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial...",Fighter',Tank',Mana,8,5,2,3,MonkeyKing.png,champion2.png,champion,96,48,48,48,577.8,85,265.84,38,345,34,3.5,32.1,1.25,175,6,0.65,8.042,0.65,0,0,68,4,3,0.711,SuddenImpact,3147,SummonerFlash,EyeballCollection,3142,SummonerDot,Electrocute,3071,SummonerSmite,0.523519164,0.026598703,0.002548656,0.029147359,2.236431112,152,67,0.440789474,246,116,0.471544715,322,175,0.543478261,260,144,0.553846154,168,99,0.589285714,0.807692308,33,0.8,33,0.727272727,33,0.318181818,40,0.321428571,40,0.341463415,40,Teemo,Cassiopeia,Kassadin,Galio,Bard,Riven
73,9.22.1,Mordekaiser,82,Mordekaiser,TRUE,TRUE,,TRUE,,,the Iron Revenant,"Twice slain and thrice born, Mordekaiser is a brutal warlord from a foregone epoch who uses his necromantic sorcery to bind souls into an eternity of servitude. Few now remain who remember his earlier conquests, or know the true extent of his powers—but...",Fighter',,Shield,4,6,7,4,Mordekaiser.png,champion2.png,champion,144,48,48,48,575,90,100,0,335,37,3,32,1.25,175,5,0.75,0,0,0,0,61,4,1,0.625,Triumph,3116,SummonerFlash,Conqueror,3151,SummonerTeleport,CoupDeGrace,3047,SummonerDot,0.513601741,0.085171455,0.095018536,0.180189991,2.10498007,400,199,0.4975,843,427,0.506524318,1074,573,0.533519553,798,408,0.511278195,561,281,0.500891266,0.7,84,0.681818182,84,0.666666667,84,0.214285714,114,0.263157895,114,0.294117647,114,Kennen,AurelionSol,Kled,Skarner,AurelionSol,Anivia
74,9.22.1,Morgana,25,Morgana,TRUE,,,,,TRUE,the Fallen,"Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from...",Mage',Support',Mana,1,6,8,1,Morgana.png,champion2.png,champion,192,48,48,48,560,90,340,60,330,25,3.8,30,0.5,450,5.5,0.4,11,0.4,0,0,56,3.5,1.53,0.625,ManaflowBand,3157,SummonerFlash,Scorch,3117,SummonerDot,PerfectTiming,3092,SummonerExhaust,0.498219232,0.117099166,0.498563485,0.615662651,1.521572595,590,307,0.520338983,1153,610,0.52905464,1493,721,0.482920295,1087,547,0.503219871,731,333,0.455540356,0.833333333,27,0.666666667,27,0.652173913,27,0.4,190,0.40990991,190,0.416666667,190,Taric,Janna,Blitzcrank,MonkeyKing,Shaco,Illaoi
75,9.22.1,Nami,267,Nami,TRUE,,,,,TRUE,the Tidecaller,"A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred...",Support',Mage',Mana,4,3,7,5,Nami.png,champion2.png,champion,240,48,48,48,489.32,74,377.24,43,335,29,4,30,0.5,550,5.5,0.55,11.5,0.4,0,0,51.208,3.1,2.61,0.644,ManaflowBand,3117,SummonerFlash,SummonAery,3504,SummonerDot,Scorch,3107,SummonerExhaust,0.51679407,0.10002317,0.006278962,0.106302132,1.3657927,562,304,0.540925267,1026,532,0.518518519,1224,608,0.496732026,953,499,0.523609654,552,288,0.52173913,0.846153846,4,0.842105263,4,0.666666667,4,0.266666667,157,0.4,157,0.4,157,Taric,Brand,TahmKench,Skarner,Lissandra,Ziggs
76,9.22.1,Nasus,75,Nasus,FALSE,TRUE,,,,,the Curator of the Sands,"Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...",Fighter',Tank',Mana,7,5,6,6,Nasus.png,champion2.png,champion,288,48,48,48,561.2,90,325.6,42,350,34,3.5,32.1,1.25,125,9,0.9,7.44,0.5,0,0,67,3.5,3.48,0.638,Demolish,3078,SummonerFlash,GraspOfTheUndying,3111,SummonerTeleport,CosmicInsight,3065,SummonerHaste,0.496506371,0.05637164,0.040546803,0.096918443,1.903739728,312,152,0.487179487,543,257,0.473296501,727,367,0.504814305,534,268,0.501872659,317,164,0.517350158,0.722222222,73,0.696969697,73,0.6875,73,0.272727273,75,0.37254902,75,0.375,75,Trundle,Rammus,Garen,Cassiopeia,XinZhao,Nunu
77,9.22.1,Nautilus,111,Nautilus,TRUE,,,,,TRUE,the Titan of the Depths,"A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...",Tank',Fighter',Mana,4,6,6,6,Nautilus.png,champion2.png,champion,336,48,48,48,576.48,86,400,47,325,39,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,0,0,61,3.3,1,0.706,Aftershock,3401,SummonerFlash,BonePlating,3117,SummonerDot,BiscuitDelivery,2055,SummonerTeleport,0.516269897,0.164481001,0.310658017,0.475139018,1.453775193,907,480,0.5292172,1729,894,0.517061885,2115,1084,0.512529551,1495,767,0.513043478,853,440,0.515826495,0.689655172,38,0.657142857,38,0.633802817,38,0.384615385,209,0.434466019,209,0.441860465,209,Azir,Blitzcrank,Sion,MonkeyKing,Kayn,Anivia
78,9.22.1,Neeko,518,Neeko,TRUE,,,TRUE,,TRUE,the Curious Chameleon,"Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where—or who—Neeko might be...",Mage',Support',Mana,1,1,9,5,Neeko.png,champion2.png,champion,384,48,48,48,540,90,450,30,340,21,4,30,0.5,550,7.5,0.75,7,0.7,0,0,48,2.5,3,0.625,BiscuitDelivery,3020,SummonerFlash,TasteOfBlood,3285,SummonerDot,CosmicInsight,1056,SummonerTeleport,0.487838777,0.033341057,0.005931418,0.039272475,1.843988198,176,89,0.505681818,305,143,0.468852459,438,216,0.493150685,306,146,0.477124183,214,108,0.504672897,0.75,22,0.727272727,22,0.684210526,22,0.294117647,39,0.3,39,0.307692308,39,Yorick,Zyra,MonkeyKing,Gnar,Kalista,Anivia
79,9.22.1,Nidalee,76,Nidalee,FALSE,,TRUE,,,,the Bestial Huntress,"Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...",Assassin',Mage',Mana,5,4,7,8,Nidalee.png,champion2.png,champion,432,48,48,48,545,85,295.6,45,335,28,3.5,30,0.5,525,6,0.6,6,0.8,0,0,61,3.5,3.22,0.638,SuddenImpact,1414,SummonerFlash,EyeballCollection,3100,SummonerSmite,Electrocute,3020,SummonerDot,0.473227207,0.032020389,0.003637627,0.035658017,2.262641009,183,92,0.50273224,349,165,0.47277937,376,182,0.484042553,307,137,0.446254072,167,78,0.467065868,0.733333333,25,0.65625,25,0.648648649,25,0.230769231,42,0.260869565,42,0.285714286,42,Rumble,Twitch,Katarina,Gnar,Kennen,MonkeyKing
80,9.22.1,Nocturne,56,Nocturne,TRUE,TRUE,TRUE,TRUE,,,the Eternal Nightmare,"A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...",Assassin',Fighter',Mana,9,5,2,4,Nocturne.png,champion2.png,champion,0,96,48,48,585,85,275,35,345,38,3.5,32.1,1.25,125,8.5,0.75,7,0.45,0,0,62,3.1,2.7,0.721,CoupDeGrace,3147,SummonerFlash,LegendAlacrity,3111,SummonerSmite,UltimateHunter,3026,SummonerDot,0.510446802,0.07208063,0.029981464,0.102062095,2.242739607,326,174,0.533742331,720,369,0.5125,927,475,0.512405609,682,351,0.514662757,456,219,0.480263158,0.727272727,106,0.666666667,106,0.657142857,106,0.266666667,105,0.368421053,105,0.384615385,105,Kindred,Azir,Kayn,Kalista,Trundle,Taliyah
81,9.22.1,Nunu,20,Nunu & Willump,TRUE,,TRUE,,,,the Boy and His Yeti,"Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...",Tank',Fighter',Mana,4,6,7,4,Nunu.png,champion2.png,champion,48,96,48,48,570,82,280,42,345,32,3,32.1,1.25,125,5,0.8,7,0.5,0,0,61,3,2.25,0.625,Aftershock,1413,SummonerFlash,Conditioning,3111,SummonerSmite,Revitalize,3742,SummonerDot,0.512590935,0.041404078,0.020041705,0.061445783,1.754232599,245,117,0.47755102,470,245,0.521276596,508,284,0.559055118,332,161,0.484939759,232,109,0.469827586,0.818181818,54,0.705882353,54,0.627118644,54,0.35,56,0.363636364,56,0.377777778,56,Karthus,Yorick,Talon,Udyr,Anivia,Zac
82,9.22.1,Olaf,2,Olaf,FALSE,TRUE,TRUE,,,,the Berserker,"An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing—a coward's fate, and a great...",Fighter',Tank',Mana,9,5,3,3,Olaf.png,champion2.png,champion,96,96,48,48,597.24,93,315.6,42,350,35,3,32.1,1.25,125,8.5,0.9,7.466,0.575,0,0,68,3.5,2.7,0.694,Triumph,3071,SummonerFlash,Conqueror,3047,SummonerSmite,LegendAlacrity,1400,SummonerTeleport,0.504527814,0.053730306,0.021269694,0.075,2.169871052,304,150,0.493421053,592,320,0.540540541,669,325,0.485799701,501,241,0.481037924,253,134,0.529644269,0.764705882,58,0.705882353,58,0.696969697,58,0.346153846,75,0.36,75,0.36,75,Rengar,JarvanIV,Twitch,Yorick,Kindred,MonkeyKing
83,9.22.1,Orianna,61,Orianna,TRUE,,,TRUE,,,the Lady of Clockwork,"Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice...",Mage',Support',Mana,4,3,9,7,Orianna.png,champion2.png,champion,144,96,48,48,530,91,418,25,325,17.04,3,26,0.5,525,7,0.55,8,0.8,0,0,40.368,2.6,3.5,0.658,ManaflowBand,3285,SummonerFlash,Transcendence,3020,SummonerTeleport,SummonAery,1056,SummonerBarrier,0.494865719,0.058665431,0.005746061,0.064411492,2.034701094,294,155,0.527210884,593,280,0.472175379,785,386,0.491719745,519,277,0.53371869,341,155,0.454545455,0.666666667,53,0.655737705,53,0.653846154,53,0.277777778,69,0.333333333,69,0.357142857,69,Kennen,Twitch,Sejuani,Ziggs,AurelionSol,Sivir
84,9.22.1,Ornn,516,Ornn,TRUE,TRUE,,TRUE,,,The Fire below the Mountain,"Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion...",Tank',Fighter',Mana,5,9,3,5,Ornn.png,champion2.png,champion,192,96,48,48,590,95,340.6,45,335,36,4,32.1,1.25,175,9,0.9,8.01,0.6,0,0,69,3.5,2,0.625,Overgrowth,3373,SummonerFlash,Demolish,3047,SummonerTeleport,GraspOfTheUndying,3379,SummonerDot,0.482923907,0.038670065,0.003869323,0.042539388,1.724045382,187,89,0.475935829,389,193,0.496143959,507,232,0.457593688,358,183,0.511173184,228,109,0.478070175,0.714285714,43,0.685714286,43,0.666666667,43,0.071428571,48,0.1875,48,0.230769231,48,Galio,Zac,Anivia,Taliyah,Rammus,KogMaw
85,9.22.1,Pantheon,80,Pantheon,TRUE,TRUE,TRUE,TRUE,,,the Unbreakable Spear,"Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn...",Fighter',Assassin',Mana,9,4,3,4,Pantheon.png,champion2.png,champion,240,96,48,48,580,95,317.12,31,355,40,3.75,28,1.25,175,10,0.65,7.356,0.45,0,0,64,3.3,2.95,0.644,Triumph,3142,SummonerFlash,CoupDeGrace,3071,SummonerDot,Conqueror,3111,SummonerSmite,0.484939759,0.061538462,0.143952734,0.205491196,2.029912098,320,176,0.55,622,312,0.501607717,775,372,0.48,570,267,0.468421053,369,161,0.436314363,0.6875,78,0.68,78,0.655172414,78,0.333333333,75,0.344827586,75,0.346153846,75,Udyr,Taric,Zoe,Kalista,Heimerdinger,Taric
