,Unnamed: 0,version,id,key,name,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Runes1,Items1,Spells1,Runes2,Items2,Spells2,Allies0,Allies1,Allies2,Counters0,Counters1,Counters2
89,89,9.22.1,Quinn,133,Quinn,Demacia's Wings,"Quinn is an elite ranger-knight of Demacia, who undertakes dangerous missions deep in enemy territory. She and her legendary eagle, Valor, share an unbreakable bond, and their foes are often slain before they realize they are fighting not one, but two...",'Marksman', 'Assassin',Mana,9,4,2,5,Quinn.png,champion2.png,champion,432,96,48,48,532.8,85,268.8,35.0,335,28.0,3.5,30.0,0.5,525,5.5,0.55,6.972,0.4,0,0,59.0,2.4,3.1,0.6679999999999999,9111,3006,4,8014,3031,14,9104,1055,12,Kaisa,Caitlyn,Ashe,Kaisa,Yasuo,Caitlyn
90,90,9.22.1,Rakan,497,Rakan,The Charmer,"As mercurial as he is charming, Rakan is an infamous vastayan troublemaker and the greatest battle-dancer in Lhotlan tribal history. To the humans of the Ionian highlands, his name has long been synonymous with wild festivals, uncontrollable parties...",'Support',,Mana,2,4,8,5,Rakan.png,champion3.png,champion,0,0,48,48,540.0,85,315.0,50.0,335,32.0,3.9,32.1,1.25,300,5.0,0.5,8.75,0.5,0,0,62.0,3.5,3.0,0.635,8473,3117,4,8465,3050,14,8453,3504,3,Xayah,Ekko,Yasuo,Kaisa,Ekko,Ashe
91,91,9.22.1,Rammus,33,Rammus,the Armordillo,"Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes—from demigod, to sacred oracle, to a mere beast...",'Tank', 'Fighter',Mana,4,10,5,5,Rammus.png,champion3.png,champion,48,0,48,48,564.48,86,310.44,33.0,335,36.0,4.3,32.1,1.25,125,8.0,0.55,7.84,0.5,0,0,55.88,3.5,2.215,0.625,8439,1401,11,8429,3075,4,9111,3047,6,Yasuo,Senna,Caitlyn,Yasuo,Senna,Caitlyn
92,92,9.22.1,RekSai,421,Rek'Sai,the Void Burrower,"An apex predator, Rek'Sai is a merciless Void-spawn that tunnels beneath the ground to ambush and devour unsuspecting prey. Her insatiable hunger has laid waste to entire regions of the once-great empire of Shurima—merchants, traders, even armed...",'Fighter',,Rage,8,5,2,3,RekSai.png,champion3.png,champion,96,0,48,48,570.0,85,100.0,0.0,335,36.0,3.75,32.1,1.25,175,7.5,0.65,0.0,0.0,0,0,64.0,3.0,2.0,0.667,9111,1400,4,8105,3071,11,9923,3047,14,Kaisa,Yasuo,Thresh,LeeSin,Yasuo,Kaisa
93,93,9.22.1,Renekton,58,Renekton,the Butcher of the Sands,"Renekton is a terrifying, rage-fueled Ascended being from the scorched deserts of Shurima. Once, he was his empire's most esteemed warrior, leading the nation's armies to countless victories. However, after the empire's fall, Renekton was entombed...",'Fighter', 'Tank',Fury,8,5,2,3,Renekton.png,champion3.png,champion,144,0,48,48,575.0,87,100.0,0.0,345,35.0,4.0,32.1,1.25,125,8.0,0.75,0.0,0.0,0,0,69.0,3.75,2.75,0.665,9111,3071,4,9104,3161,12,8473,3047,14,Kaisa,Yasuo,Caitlyn,Yasuo,Caitlyn,Kaisa
94,94,9.22.1,Rengar,107,Rengar,the Pridestalker,"Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who...",'Assassin', 'Fighter',Ferocity,7,4,2,8,Rengar.png,champion3.png,champion,192,0,48,48,585.0,90,4.0,0.0,345,34.0,3.0,32.1,1.25,125,7.0,0.5,0.0,0.0,0,0,68.0,3.0,3.0,0.667,8143,3147,4,8112,3077,11,8138,3142,14,Caitlyn,Thresh,Senna,Thresh,Ekko,Caitlyn
95,95,9.22.1,Riven,92,Riven,the Exile,"Once a swordmaster in the warhosts of Noxus, Riven is an expatriate in a land she previously tried to conquer. She rose through the ranks on the strength of her conviction and brutal efficiency, and was rewarded with a legendary runic blade and a...",'Fighter', 'Assassin',None,8,5,1,8,Riven.png,champion3.png,champion,240,0,48,48,558.48,86,0.0,0.0,340,33.0,3.2,32.1,1.25,125,7.0,0.5,0.0,0.0,0,0,64.0,3.0,3.5,0.625,9111,3071,4,8010,3812,12,8014,3047,14,Kaisa,Ashe,Caitlyn,Lucian,Kaisa,Darius
96,96,9.22.1,Rumble,68,Rumble,the Mechanized Menace,"Rumble is a young inventor with a temper. Using nothing more than his own two hands and a heap of scrap, the feisty yordle constructed a colossal mech suit outfitted with an arsenal of electrified harpoons and incendiary rockets. Though others may scoff...",'Fighter', 'Mage',Heat,3,6,8,10,Rumble.png,champion3.png,champion,288,0,48,48,589.0,85,100.0,0.0,345,30.88,3.5,32.1,1.25,125,8.0,0.6,0.0,0.0,0,0,61.036,3.2,1.85,0.644,8229,3020,4,8237,3151,12,8135,1054,14,Kaisa,Yasuo,Jinx,Lux,Kaisa,Yasuo
97,97,9.22.1,Ryze,13,Ryze,the Rune Mage,"Widely considered one of the most adept sorcerers on Runeterra, Ryze is an ancient, hard-bitten archmage with an impossibly heavy burden to bear. Armed with immense arcane power and a boundless constitution, he tirelessly hunts for World Runes—fragments...",'Mage', 'Fighter',Mana,2,2,10,7,Ryze.png,champion3.png,champion,336,0,48,48,570.48,98,300.0,50.0,340,21.552,3.0,34.0,0.5,550,8.0,0.8,8.0,0.8,0,0,55.04,3.0,2.112,0.625,8226,3040,4,8230,3020,12,8210,3027,14,Caitlyn,Kaisa,Senna,Kaisa,Ashe,Senna
98,98,9.22.1,Sejuani,113,Sejuani,Fury of the North,"Sejuani is the brutal, unforgiving Iceborn warmother of the Winter's Claw, one of the most feared tribes of the Freljord. Her people's survival is a constant, desperate battle against the elements, forcing them to raid Noxians, Demacians, and Avarosans...",'Tank', 'Fighter',Mana,5,7,6,4,Sejuani.png,champion3.png,champion,384,0,48,48,560.0,95,400.0,40.0,340,34.0,4.25,32.1,1.25,150,8.5,1.0,7.0,0.7,0,0,66.0,4.0,3.5,0.625,8439,1401,4,8451,3047,11,9111,3083,14,Vayne,Akali,Zed,Vayne,Gangplank,Malphite
99,99,9.22.1,Senna,235,Senna,the Redeemer,"Cursed from childhood to be haunted by the supernatural Black Mist, Senna joined a sacred order known as the Sentinels of Light, and fiercely fought back—only to be killed, her soul imprisoned in a lantern by the cruel wraith Thresh. But refusing to...",'Marksman', 'Mage',Mana,7,2,6,7,Senna.png,champion3.png,champion,432,0,48,48,520.0,85,350.0,45.0,330,28.0,3.5,30.0,0.5,600,3.5,0.55,11.5,0.4,0,0,50.0,0.0,4.0,0.625,8226,3009,4,8214,3147,14,8210,3098,7,Ekko,Caitlyn,Yasuo,Ekko,Yasuo,Thresh
100,100,9.22.1,Shaco,35,Shaco,the Demon Jester,"Crafted long ago as a plaything for a lonely prince, the enchanted marionette Shaco now delights in murder and mayhem. Corrupted by dark magic and the loss of his beloved charge, the once-kind puppet finds pleasure only in the misery of the poor souls...",'Assassin',,Mana,8,4,6,9,Shaco.png,champion3.png,champion,0,48,48,48,587.0,89,297.2,40.0,350,30.0,3.5,32.1,1.25,125,8.5,0.55,7.1560000000000015,0.45,0,0,63.0,3.0,3.0,0.6940000000000001,8138,3147,14,8143,3006,11,8105,3020,4,Caitlyn,Kaisa,Yasuo,Yasuo,Caitlyn,Kaisa
101,101,9.22.1,Shen,98,Shen,the Eye of Twilight,"Among the secretive, Ionian warriors known as the Kinkou, Shen serves as their leader, the Eye of Twilight. He longs to remain free from the confusion of emotion, prejudice, and ego, and walks the unseen path of dispassionate judgment between the spirit...",'Tank',,Energy,3,9,3,4,Shen.png,champion3.png,champion,48,48,48,48,540.0,85,400.0,0.0,340,34.0,3.0,32.1,1.25,125,8.5,0.75,50.0,0.0,0,0,60.0,3.0,3.0,0.7509999999999999,8437,3068,4,8401,3748,12,8451,3111,14,Caitlyn,Kaisa,Yasuo,Yasuo,Kaisa,Caitlyn
102,102,9.22.1,Shyvana,102,Shyvana,the Half-Dragon,"Shyvana is a creature with the magic of a rune shard burning within her heart. Though she often appears humanoid, she can take her true form as a fearsome dragon, incinerating her foes with fiery breath. Having saved the life of the crown prince Jarvan...",'Fighter', 'Tank',Fury,8,6,3,4,Shyvana.png,champion3.png,champion,96,48,48,48,595.0,95,100.0,0.0,350,38.0,3.35,32.1,1.25,125,8.5,0.8,0.0,0.0,0,0,66.0,3.4,2.5,0.6579999999999999,8128,3020,4,8135,1402,11,8138,3115,14,Kaisa,Caitlyn,Yasuo,LeeSin,Kaisa,Yasuo
103,103,9.22.1,Singed,27,Singed,the Mad Chemist,"Singed is a Zaunite alchemist of unmatched intellect, who has devoted his life to pushing the boundaries of knowledge—with no price, even his own sanity, too high to pay. Is there a method to his madness? His concoctions rarely fail, but it appears to...",'Tank', 'Fighter',Mana,4,8,7,5,Singed.png,champion3.png,champion,144,48,48,48,610.0,85,330.0,45.0,345,37.0,3.5,32.1,1.25,125,9.5,0.55,7.5,0.55,0,0,63.0,3.375,1.9,0.613,8135,3116,4,8139,3151,6,9111,1082,12,Kaisa,Ashe,Senna,Kaisa,Ezreal,Thresh
104,104,9.22.1,Sion,14,Sion,The Undead Juggernaut,"A war hero from a bygone era, Sion was revered in Noxus for choking the life out of a Demacian king with his bare hands—but, denied oblivion, he was resurrected to serve his empire even in death. His indiscriminate slaughter claimed all who stood in his...",'Tank', 'Fighter',Mana,5,9,3,5,Sion.png,champion3.png,champion,192,48,48,48,545.0,73,330.0,42.0,345,32.0,3.0,32.1,1.25,175,7.5,0.8,8.0,0.6,0,0,68.0,4.0,1.3,0.679,8451,3047,4,8446,3068,12,8437,3111,14,Caitlyn,Lux,Ekko,Caitlyn,Lux,Yasuo
105,105,9.22.1,Sivir,15,Sivir,the Battle Mistress,"Sivir is a renowned fortune hunter and mercenary captain who plies her trade in the deserts of Shurima. Armed with her legendary jeweled crossblade, she has fought and won countless battles for those who can afford her exorbitant price. Known for her...",'Marksman',,Mana,9,3,1,4,Sivir.png,champion3.png,champion,240,48,48,48,532.0,88,284.0,50.0,335,26.0,3.25,30.0,0.5,500,3.25,0.55,8.0,0.9,0,0,61.0,3.0,1.6,0.625,8014,3006,4,9111,3508,7,8345,3031,12,Senna,Morgana,Garen,Ashe,Caitlyn,Senna
106,106,9.22.1,Skarner,72,Skarner,the Crystal Vanguard,"Skarner is an immense crystalline scorpion from a hidden valley in Shurima. Part of the ancient Brackern race, Skarner and his kin are known for their great wisdom and deep connection to the land, as their souls are fused with powerful life crystals...",'Fighter', 'Tank',Mana,7,6,5,5,Skarner.png,champion3.png,champion,288,48,48,48,601.28,90,320.0,40.0,335,38.0,3.8,32.1,1.25,125,9.0,0.85,7.206,0.45,0,0,65.0,4.5,2.1,0.625,8126,3111,4,8124,1401,11,8234,3078,12,Kaisa,Lux,Ezreal,Yasuo,Ekko,Ashe
107,107,9.22.1,Sona,37,Sona,Maven of the Strings,"Sona is Demacia's foremost virtuoso of the stringed etwahl, speaking only through her graceful chords and vibrant arias. This genteel manner has endeared her to the highborn, though others suspect her spellbinding melodies to actually emanate magic—a...",'Support', 'Mage',Mana,5,2,8,4,Sona.png,champion3.png,champion,336,48,48,48,482.36,77,340.6,45.0,325,28.0,3.3,30.0,0.5,550,5.5,0.55,11.5,0.4,0,0,49.0,3.0,2.3,0.644,8226,3504,4,8214,3098,14,8210,3020,3,Kaisa,Caitlyn,Ashe,Kaisa,Lux,Caitlyn
108,108,9.22.1,Soraka,16,Soraka,the Starchild,"A wanderer from the celestial dimensions beyond Mount Targon, Soraka gave up her immortality to protect the mortal races from their own more violent instincts. She endeavors to spread the virtues of compassion and mercy to everyone she meets—even...",'Support', 'Mage',Mana,2,5,7,3,Soraka.png,champion3.png,champion,384,48,48,48,529.04,78,350.8,60.0,325,32.0,3.8,30.0,0.5,550,2.5,0.5,11.5,0.4,0,0,50.04,3.0,2.14,0.625,8226,3504,4,8214,3158,21,8453,3107,14,Caitlyn,Kaisa,Ekko,Kaisa,Caitlyn,Morgana
109,109,9.22.1,Swain,50,Swain,the Noxian Grand General,"Jericho Swain is the visionary ruler of Noxus, an expansionist nation that reveres only strength. Though he was cast down and crippled in the Ionian wars, his left arm severed, he seized control of the empire with ruthless determination… and a new...",'Mage', 'Fighter',Mana,2,6,9,8,Swain.png,champion3.png,champion,432,48,48,48,525.0,85,468.0,28.5,335,22.72,4.0,30.0,0.5,525,7.0,0.65,8.0,0.8,0,0,58.0,2.7,2.11,0.625,8112,3020,4,8138,3027,14,8126,3157,12,Kaisa,Yasuo,Caitlyn,Ashe,Kaisa,Caitlyn
110,110,9.22.1,Sylas,517,Sylas,the Unshackled,"Raised in one of Demacia's lesser quarters, Sylas of Dregbourne has come to symbolize the darker side of the Great City. As a boy, his ability to root out hidden sorcery caught the attention of the notorious mageseekers, who eventually imprisoned him...",'Mage', 'Assassin',Mana,3,4,8,5,Sylas.png,champion3.png,champion,0,96,48,48,585.0,95,280.0,50.0,340,32.0,3.0,39.0,1.25,175,9.0,0.9,7.0,0.8,0,0,61.0,3.0,3.5,0.645,9111,3020,4,8010,3152,14,8135,3285,12,Caitlyn,Kaisa,Thresh,Caitlyn,Kaisa,Thresh
111,111,9.22.1,Syndra,134,Syndra,the Dark Sovereign,"Syndra is a fearsome Ionian mage with incredible power at her command. As a child, she disturbed the village elders with her reckless and wild magic. She was sent away to be taught greater control, but eventually discovered her supposed mentor was...",'Mage', 'Support',Mana,2,3,9,8,Syndra.png,champion3.png,champion,48,96,48,48,523.0,90,480.0,40.0,330,24.712,3.4,30.0,0.5,550,6.5,0.6,8.0,0.8,0,0,53.872,2.9,2.0,0.625,8112,3020,4,8226,3285,14,8138,1056,12,Caitlyn,Kaisa,LeeSin,Caitlyn,Kaisa,Lux
112,112,9.22.1,TahmKench,223,Tahm Kench,the River King,"Known by many names throughout history, the demon Tahm Kench travels the waterways of Runeterra, feeding his insatiable appetite with the misery of others. Though he may appear singularly charming and proud, he swaggers through the physical realm like a...",'Support', 'Tank',Mana,3,9,6,5,TahmKench.png,champion3.png,champion,96,96,48,48,600.0,100,325.0,40.0,335,47.0,3.5,32.1,1.25,175,6.5,0.55,8.0,1.0,0,0,56.0,3.2,2.5,0.6579999999999999,8451,3401,4,8473,3009,14,8437,3111,12,Caitlyn,Jhin,Lucian,Caitlyn,Thresh,Jhin
113,113,9.22.1,Taliyah,163,Taliyah,the Stoneweaver,"Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...",'Mage', 'Support',Mana,1,7,8,5,Taliyah.png,champion3.png,champion,144,96,48,48,532.0,90,425.0,30.0,335,20.0,3.5,30.0,0.5,525,7.0,0.7,9.335,0.85,0,0,58.0,3.3,1.36,0.625,8135,3020,4,8138,3165,11,8126,1402,14,Caitlyn,Thresh,Senna,Ekko,Thresh,Darius
114,114,9.22.1,Talon,91,Talon,the Blade's Shadow,"Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive...",'Assassin',,Mana,9,3,1,7,Talon.png,champion3.png,champion,192,96,48,48,588.0,95,377.2,37.0,335,30.0,3.5,39.0,1.25,125,8.5,0.75,7.6,0.8,0,0,68.0,3.1,2.9,0.625,8112,3147,4,8138,3142,14,8143,3117,12,Kaisa,Caitlyn,Ashe,Kaisa,Yasuo,Ezreal
115,115,9.22.1,Taric,44,Taric,the Shield of Valoran,"Taric is the Aspect of the Protector, wielding incredible power as Runeterra's guardian of life, love, and beauty. Shamed by a dereliction of duty and exiled from his homeland Demacia, Taric ascended Mount Targon to find redemption, only to discover a...",'Support', 'Fighter',Mana,4,8,5,3,Taric.png,champion3.png,champion,240,96,48,48,575.0,90,300.0,60.0,340,40.0,3.4,32.1,1.25,150,6.0,0.5,8.5,0.8,0,0,55.0,3.5,2.0,0.625,8453,3401,4,8465,3111,14,8473,3109,3,Ashe,MasterYi,Akali,Nautilus,Akali,Vayne
116,116,9.22.1,Teemo,17,Teemo,the Swift Scout,"Undeterred by even the most dangerous and threatening of obstacles, Teemo scouts the world with boundless enthusiasm and a cheerful spirit. A yordle with an unwavering sense of morality, he takes pride in following the Bandle Scout's Code, sometimes...",'Marksman', 'Assassin',Mana,5,3,7,6,Teemo.png,champion3.png,champion,288,96,48,48,528.0,90,334.0,20.0,330,24.3,3.75,30.0,0.5,500,5.5,0.65,9.6,0.45,0,0,54.0,3.0,3.38,0.69,8135,3020,4,8126,3151,14,8226,3115,12,Ashe,Kaisa,Caitlyn,Kaisa,Ashe,Senna
117,117,9.22.1,Thresh,412,Thresh,the Chain Warden,"Sadistic and cunning, Thresh is an ambitious and restless spirit of the Shadow Isles. Once the custodian of countless arcane secrets, he was undone by a power greater than life or death, and now sustains himself by tormenting and breaking others with...",'Support', 'Fighter',Mana,5,6,6,7,Thresh.png,champion3.png,champion,336,96,48,48,560.52,93,273.92,44.0,335,28.0,0.0,30.0,0.5,450,7.0,0.55,6.0,0.8,0,0,56.0,2.2,3.5,0.625,8439,3117,4,8473,3069,14,8347,3109,3,Caitlyn,Kaisa,Ekko,Senna,Caitlyn,Yasuo
118,118,9.22.1,Tristana,18,Tristana,the Yordle Gunner,"While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her...",'Marksman', 'Assassin',Mana,9,3,5,4,Tristana.png,champion3.png,champion,384,96,48,48,559.0,88,250.0,32.0,325,26.0,3.0,30.0,0.5,525,3.75,0.65,7.2,0.45,0,0,61.0,3.3,1.5,0.6559999999999999,8014,3006,4,9111,3031,7,8005,3094,14,Senna,Ekko,Thresh,Kaisa,Ekko,Caitlyn
119,119,9.22.1,Trundle,48,Trundle,the Troll King,"Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission—not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...",'Fighter', 'Tank',Mana,7,6,2,5,Trundle.png,champion3.png,champion,432,96,48,48,616.28,96,281.6,45.0,350,37.0,2.7,32.1,1.25,175,6.0,0.75,7.507999999999999,0.6,0,0,68.0,3.0,2.9,0.67,9111,3047,4,8014,3078,11,9104,3111,12,Senna,Yasuo,Ekko,Jhin,Senna,Yasuo
120,120,9.22.1,Tryndamere,23,Tryndamere,the Barbarian King,"Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the...",'Fighter', 'Assassin',Fury,10,5,2,5,Tryndamere.png,champion4.png,champion,0,0,48,48,625.64,98,100.0,0.0,345,33.0,3.1,32.1,1.25,125,8.5,0.9,0.0,0.0,0,0,69.0,3.7,2.9,0.67,9111,3006,4,8299,3508,14,8008,3031,12,Yasuo,Ashe,Thresh,Yasuo,Thresh,Jhin
121,121,9.22.1,TwistedFate,4,Twisted Fate,the Card Master,"Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking...",'Mage',,Mana,6,2,6,9,TwistedFate.png,champion4.png,champion,48,0,48,48,534.0,94,333.0,19.0,335,20.542,3.15,30.0,0.5,525,5.5,0.6,8.0,0.8,0,0,49.95399999999999,3.3,3.22,0.6509999999999999,8226,3027,4,8229,3100,12,8316,3157,14,Caitlyn,Ashe,Ezreal,Caitlyn,Kaisa,Morgana
122,122,9.22.1,Twitch,29,Twitch,the Plague Rat,"A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...",'Marksman', 'Assassin',Mana,9,2,3,6,Twitch.png,champion4.png,champion,96,0,48,48,582.0,84,287.2,40.0,330,27.0,3.0,30.0,0.5,550,3.75,0.6,7.256,0.45,0,0,59.0,3.11,3.38,0.679,8014,3006,4,9111,3085,7,9104,3031,11,Akali,Ryze,Ashe,Ashe,Kaisa,Malphite
123,123,9.22.1,Udyr,77,Udyr,the Spirit Walker,"Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the...",'Fighter', 'Tank',Mana,8,7,4,7,Udyr.png,champion4.png,champion,144,0,48,48,593.32,99,270.4,30.0,345,34.0,4.0,32.1,1.25,125,6.0,0.75,7.506,0.45,0,0,66.0,5.0,2.67,0.6579999999999999,9111,3078,4,8014,3111,11,8234,1400,12,Thresh,Ashe,Ezreal,MissFortune,Yasuo,Darius
124,124,9.22.1,Urgot,6,Urgot,the Dreadnought,"Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredge—a prison mine deep beneath Zaun. Emerging in a disaster that...",'Fighter', 'Tank',Mana,8,5,3,8,Urgot.png,champion4.png,champion,192,0,48,48,585.0,88,340.0,45.0,330,36.0,4.25,32.1,1.25,350,7.5,0.7,7.25,0.8,0,0,63.0,4.0,3.75,0.625,9111,3071,4,8010,3047,12,8014,3812,14,Caitlyn,Ekko,Kaisa,Kaisa,Senna,Caitlyn
125,125,9.22.1,Varus,110,Varus,the Arrow of Retribution,"One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...",'Marksman', 'Mage',Mana,7,3,4,2,Varus.png,champion4.png,champion,240,0,48,48,500.0,89,360.0,33.0,330,27.0,3.4,30.0,0.5,575,3.5,0.55,8.0,0.8,0,0,61.0,3.11,3.0,0.6579999999999999,8014,3006,4,9111,3124,7,8008,3153,12,Senna,Yasuo,Ekko,Caitlyn,Ashe,Senna
126,126,9.22.1,Vayne,67,Vayne,the Night Hunter,"Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...",'Marksman', 'Assassin',Mana,10,1,1,8,Vayne.png,champion4.png,champion,288,0,48,48,515.0,89,231.8,35.0,330,23.0,3.4,30.0,0.5,550,3.5,0.55,6.972,0.4,0,0,60.0,2.36,3.3,0.6579999999999999,9111,3006,4,8014,3153,7,9104,3124,12,Yasuo,Thresh,LeeSin,Kaisa,Caitlyn,Yasuo
127,127,9.22.1,Veigar,45,Veigar,the Tiny Master of Evil,"An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...",'Mage',,Mana,2,2,10,7,Veigar.png,champion4.png,champion,336,0,48,48,505.0,94,490.0,26.0,340,22.55,3.75,30.0,0.5,550,6.5,0.6,8.0,0.8,0,0,50.71,2.625,2.24,0.625,8226,3020,4,8347,3285,12,8210,1056,14,Kaisa,Caitlyn,Ashe,Kaisa,Caitlyn,Yasuo
128,128,9.22.1,Velkoz,161,Vel'Koz,the Eye of the Void,"It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...",'Mage',,Mana,2,2,10,8,Velkoz.png,champion4.png,champion,384,0,48,48,520.0,88,469.0,21.0,340,21.88,3.5,30.0,0.5,525,5.5,0.55,8.0,0.8,0,0,54.9379,3.1416,1.36,0.625,8226,3020,4,8229,3285,21,8210,3098,14,Kaisa,Caitlyn,Ashe,Caitlyn,Kaisa,LeeSin
129,129,9.22.1,Vi,254,Vi,the Piltover Enforcer,"Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive...",'Fighter', 'Assassin',Mana,8,5,3,4,Vi.png,champion4.png,champion,432,0,48,48,585.0,85,295.0,45.0,340,30.0,4.0,32.1,1.25,125,10.0,1.0,8.0,0.65,0,0,63.0,3.5,2.0,0.644,9111,1400,4,9104,3078,11,8439,3047,12,Caitlyn,Kaisa,Ezreal,Ezreal,Caitlyn,LeeSin
130,130,9.22.1,Viktor,112,Viktor,the Machine Herald,"The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology...",'Mage',,Mana,2,4,10,9,Viktor.png,champion4.png,champion,0,48,48,48,530.0,90,405.0,25.0,335,23.0,4.0,30.0,0.5,525,8.0,0.65,8.0,0.8,0,0,53.0,3.0,2.11,0.6579999999999999,8226,3198,4,8210,3020,12,8214,1056,14,Ashe,Vayne,Nautilus,Vayne,Nautilus,Akali
131,131,9.22.1,Vladimir,8,Vladimir,the Crimson Reaper,"A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...",'Mage',,Crimson Rush,2,6,8,7,Vladimir.png,champion4.png,champion,48,48,48,48,537.0,96,2.0,0.0,330,23.0,3.3,30.0,0.5,450,7.0,0.6,0.0,0.0,0,0,55.0,3.0,2.0,0.6579999999999999,8210,3152,4,8230,3020,12,8236,3157,14,Caitlyn,Kaisa,Thresh,Kaisa,Caitlyn,Yasuo
132,132,9.22.1,Volibear,106,Volibear,the Thunder's Roar,"The thunderous demigod known as the Thousand-Pierced Bear is the battle-spirit of the Freljord. Thousands of years of constant and bitter wars, fought in the coldest winters, have hardened Volibear into a truly indomitable force, hurling bolts of...",'Fighter', 'Tank',Mana,7,7,4,3,Volibear.png,champion4.png,champion,96,48,48,48,584.48,86,270.4,30.0,345,35.0,3.5,32.1,1.25,125,8.0,0.65,8.092,0.65,0,0,68.0,3.3,2.67,0.6579999999999999,8439,1401,4,9111,3111,11,8429,3742,12,Yasuo,Ashe,Kaisa,Yasuo,Kaisa,Darius
133,133,9.22.1,Warwick,19,Warwick,the Uncaged Wrath of Zaun,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...",'Fighter', 'Tank',Mana,9,5,3,3,Warwick.png,champion4.png,champion,144,48,48,48,550.0,85,280.0,35.0,335,33.0,3.2,32.1,1.25,125,4.0,0.75,7.466,0.575,0,0,65.0,3.0,2.3,0.638,9111,3748,4,8005,1401,11,9104,3047,12,Kaisa,Senna,Ashe,LeeSin,Yasuo,Kaisa
134,134,9.22.1,Xayah,498,Xayah,the Rebel,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...",'Marksman',,Mana,10,6,1,5,Xayah.png,champion4.png,champion,192,48,48,48,561.0,86,340.0,40.0,325,25.0,3.0,30.0,0.5,525,3.25,0.75,8.25,0.75,0,0,60.0,2.9,3.3,0.625,8014,3508,4,9111,3006,7,8008,3031,12,Rakan,Yasuo,Ekko,Kaisa,Ashe,Senna
