,Unnamed: 0,version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Runes1,Items1,Spells1,Runes2,Items2,Spells2,win_rate,pick_rate,ban_rate,pick_ban_rate,average_KDA,Allies0,Allies1,Allies2,Counters0,Counters1,Counters2
76,76,9.22.1,Nasus,75,Nasus,False,True,,,,,the Curator of the Sands,"Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...",Fighter',Tank',Mana,7,5,6,6,Nasus.png,champion2.png,champion,288,48,48,48,561.2,90,325.6,42.0,350,34.0,3.5,32.1,1.25,125,9.0,0.9,7.44,0.5,0,0,67.0,3.5,3.48,0.638,8446,3078,4,8437,3111,12,8347,3065,6,0.5011600928074246,0.06141700866393069,0.04753761969904241,0.1089546283629731,1.9068164652567976,Senna,Kaisa,Ekko,Senna,Kaisa,Yasuo
77,77,9.22.1,Nautilus,111,Nautilus,True,,,,,True,the Titan of the Depths,"A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...",Tank',Fighter',Mana,4,6,6,6,Nautilus.png,champion2.png,champion,336,48,48,48,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,0,0,61.0,3.3,1.0,0.706,8439,3401,4,8473,3117,14,8345,2055,12,0.5170186769069646,0.16327519379844962,0.29853511171910624,0.4618103055175559,1.4583745670460169,Kaisa,Caitlyn,Yasuo,Senna,Kaisa,Thresh
78,78,9.22.1,Neeko,518,Neeko,True,,,True,,True,the Curious Chameleon,"Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where—or who—Neeko might be...",Mage',Support',Mana,1,1,9,5,Neeko.png,champion2.png,champion,384,48,48,48,540.0,90,450.0,30.0,340,21.0,4.0,30.0,0.5,550,7.5,0.75,7.0,0.7,0,0,48.0,2.5,3.0,0.625,8345,3020,4,8139,3285,14,8347,1056,12,0.493485342019544,0.034997720018239864,0.0067829457364341076,0.04178066575467397,1.865946724262059,Kaisa,Caitlyn,Senna,Senna,Kaisa,Caitlyn
79,79,9.22.1,Nidalee,76,Nidalee,False,,True,,,,the Bestial Huntress,"Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...",Assassin',Mage',Mana,5,4,7,8,Nidalee.png,champion2.png,champion,432,48,48,48,545.0,85,295.6,45.0,335,28.0,3.5,30.0,0.5,525,6.0,0.6,6.0,0.8,0,0,61.0,3.5,3.22,0.638,8143,1414,4,8138,3100,11,8112,3020,14,0.4604105571847507,0.029155266757865936,0.0025934792521659826,0.03174874601003192,2.2143598615916957,Kaisa,Senna,Caitlyn,Senna,LeeSin,Caitlyn
80,80,9.22.1,Nocturne,56,Nocturne,True,True,True,True,,,the Eternal Nightmare,"A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...",Assassin',Fighter',Mana,9,5,2,4,Nocturne.png,champion2.png,champion,0,96,48,48,585.0,85,275.0,35.0,345,38.0,3.5,32.1,1.25,125,8.5,0.75,7.0,0.45,0,0,62.0,3.1,2.7,0.721,8014,3147,4,9104,3111,11,8106,3026,14,0.5115137787844469,0.07549589603283174,0.03317373461012312,0.10866963064295487,2.251340996168582,Caitlyn,Senna,Kaisa,Caitlyn,Kaisa,Senna
81,81,9.22.1,Nunu,20,Nunu & Willump,True,,True,,,,the Boy and His Yeti,"Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...",Tank',Fighter',Mana,4,6,7,4,Nunu.png,champion2.png,champion,48,96,48,48,570.0,82,280.0,42.0,345,32.0,3.0,32.1,1.25,125,5.0,0.8,7.0,0.5,0,0,61.0,3.0,2.25,0.625,8439,1413,4,8429,3111,11,8453,3742,14,0.5147766323024054,0.0414671682626539,0.018040355677154583,0.059507523939808474,1.7499664834428208,Senna,Kaisa,Caitlyn,Kaisa,Senna,Caitlyn
82,82,9.22.1,Olaf,2,Olaf,False,True,True,,,,the Berserker,"An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing—a coward's fate, and a great...",Fighter',Tank',Mana,9,5,3,3,Olaf.png,champion2.png,champion,96,96,48,48,597.24,93,315.6,42.0,350,35.0,3.0,32.1,1.25,125,8.5,0.9,7.466,0.575,0,0,68.0,3.5,2.7,0.6940000000000001,9111,3071,4,8010,3047,11,9104,1400,12,0.5068194217130387,0.052240082079343365,0.01949384404924761,0.07173392612859097,2.16108422071636,Caitlyn,Senna,Kaisa,Kaisa,Senna,Caitlyn
83,83,9.22.1,Orianna,61,Orianna,True,,,True,,,the Lady of Clockwork,"Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice...",Mage',Support',Mana,4,3,9,7,Orianna.png,champion2.png,champion,144,96,48,48,530.0,91,418.0,25.0,325,17.04,3.0,26.0,0.5,525,7.0,0.55,8.0,0.8,0,0,40.368,2.6,3.5,0.6579999999999999,8226,3285,4,8210,3020,12,8214,1056,21,0.4945164506480558,0.05717054263565891,0.005785453716370269,0.06295599635202917,2.046164993271918,Caitlyn,Senna,Kaisa,Senna,Caitlyn,Kaisa
84,84,9.22.1,Ornn,516,Ornn,True,True,,True,,,The Fire below the Mountain,"Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion...",Tank',Fighter',Mana,5,9,3,5,Ornn.png,champion2.png,champion,192,96,48,48,590.0,95,340.6,45.0,335,36.0,4.0,32.1,1.25,175,9.0,0.9,8.01,0.6,0,0,69.0,3.5,2.0,0.625,8451,3373,4,8446,3047,12,8437,3379,14,0.480127186009539,0.035852713178294575,0.003818969448244414,0.03967168262653899,1.7142857142857142,Caitlyn,Kaisa,Ekko,Kaisa,Caitlyn,Ekko
85,85,9.22.1,Pantheon,80,Pantheon,True,True,True,True,,,the Unbreakable Spear,"Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn...",Fighter',Assassin',Mana,9,4,3,4,Pantheon.png,champion2.png,champion,240,96,48,48,580.0,95,317.12,31.0,355,40.0,3.75,28.0,1.25,175,10.0,0.65,7.356,0.45,0,0,64.0,3.3,2.95,0.644,9111,3142,4,8014,3071,14,8010,3111,11,0.4771994472593275,0.061873005015959874,0.13685590515275878,0.19872891016871866,2.0268595041322315,Kaisa,Caitlyn,Senna,Kaisa,Caitlyn,Senna
86,86,9.22.1,Poppy,78,Poppy,True,True,True,,,True,Keeper of the Hammer,"Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled “Hero of Demacia,” said...",Tank',Fighter',Mana,6,7,2,6,Poppy.png,champion2.png,champion,288,96,48,48,540.0,90,280.0,40.0,345,38.0,3.5,32.0,1.25,125,8.0,0.8,7.0,0.7,0,0,64.0,4.0,2.5,0.625,8437,3047,4,8451,3068,12,8473,3111,11,0.4345307068366164,0.024595303237574098,0.007780437756497949,0.03237574099407205,1.7941239088780072,Senna,Kaisa,Ashe,Kaisa,Yasuo,Senna
87,87,9.22.1,Pyke,555,Pyke,True,,,,,True,the Bloodharbor Ripper,"A renowned harpooner from the slaughter docks of Bilgewater, Pyke should have met his death in the belly of a gigantic jaull-fish… and yet, he returned. Now, stalking the dank alleys and backways of his former hometown, he uses his new supernatural...",Support',Assassin',Mana,9,3,1,7,Pyke.png,champion2.png,champion,336,96,48,48,600.0,90,415.0,50.0,330,45.0,5.0,32.0,1.5,150,7.0,0.5,8.0,1.0,0,0,62.0,2.0,2.5,0.667,8439,3117,4,8473,3147,14,8446,3142,3,0.487789799072643,0.0921967624259006,0.25835043319653445,0.35054719562243497,2.00510027234464,Kaisa,Caitlyn,Senna,Senna,Caitlyn,Kaisa
88,88,9.22.1,Qiyana,246,Qiyana,True,,True,True,,,Empress of the Elements,"In the jungle city of Ixaocan, Qiyana plots her own ruthless path to the high seat of the Yun Tal. Last in line to succeed her parents, she faces those who stand in her way with brash confidence and unprecedented mastery over elemental magic. With the...",Assassin',Fighter',Mana,0,2,4,8,Qiyana.png,champion2.png,champion,384,96,48,48,590.0,90,320.0,50.0,335,28.0,3.5,32.1,1.25,150,8.5,0.65,8.0,0.7,0,0,64.0,3.1,2.1,0.625,8112,3147,4,8143,3117,14,8138,3142,11,0.4498172617374192,0.10137368901048792,0.12480050159598725,0.22617419060647515,2.0934941456114093,Senna,Kaisa,Caitlyn,Senna,Kaisa,Caitlyn
89,89,9.22.1,Quinn,133,Quinn,False,True,,True,,,Demacia's Wings,"Quinn is an elite ranger-knight of Demacia, who undertakes dangerous missions deep in enemy territory. She and her legendary eagle, Valor, share an unbreakable bond, and their foes are often slain before they realize they are fighting not one, but two...",Marksman',Assassin',Mana,9,4,2,5,Quinn.png,champion2.png,champion,432,96,48,48,532.8,85,268.8,35.0,335,28.0,3.5,30.0,0.5,525,5.5,0.55,6.972,0.4,0,0,59.0,2.4,3.1,0.6679999999999999,8014,3006,4,9111,3031,14,9104,1055,12,0.5167630057803468,0.024652302781577748,0.008635430916552668,0.033287733698130414,2.0352733686067017,Kaisa,Senna,Ekko,Kaisa,Senna,Yasuo
90,90,9.22.1,Rakan,497,Rakan,True,,,,,True,The Charmer,"As mercurial as he is charming, Rakan is an infamous vastayan troublemaker and the greatest battle-dancer in Lhotlan tribal history. To the humans of the Ionian highlands, his name has long been synonymous with wild festivals, uncontrollable parties...",Support',,Mana,2,4,8,5,Rakan.png,champion3.png,champion,0,0,48,48,540.0,85,315.0,50.0,335,32.0,3.9,32.1,1.25,300,5.0,0.5,8.75,0.5,0,0,62.0,3.5,3.0,0.635,8473,3117,4,8465,3050,14,8453,2055,3,0.4705274043433299,0.05511855905152759,0.007808937528499772,0.06292749658002736,1.3333656644034917,Xayah,Yasuo,LeeSin,Caitlyn,Thresh,Yasuo
91,91,9.22.1,Rammus,33,Rammus,True,,True,,,,the Armordillo,"Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes—from demigod, to sacred oracle, to a mere beast...",Tank',Fighter',Mana,4,10,5,5,Rammus.png,champion3.png,champion,48,0,48,48,564.48,86,310.44,33.0,335,36.0,4.3,32.1,1.25,125,8.0,0.55,7.84,0.5,0,0,55.88,3.5,2.215,0.625,8439,1401,11,8429,3075,4,9111,3047,6,0.490625,0.027359781121751026,0.03596671226630187,0.06332649338805289,1.7488593155893537,Senna,Yasuo,Kaisa,Yasuo,Senna,Kaisa
92,92,9.22.1,RekSai,421,Rek'Sai,True,,True,,,,the Void Burrower,"An apex predator, Rek'Sai is a merciless Void-spawn that tunnels beneath the ground to ambush and devour unsuspecting prey. Her insatiable hunger has laid waste to entire regions of the once-great empire of Shurima—merchants, traders, even armed...",Fighter',,Rage,8,5,2,3,RekSai.png,champion3.png,champion,96,0,48,48,570.0,85,100.0,0.0,335,36.0,3.75,32.1,1.25,175,7.5,0.65,0.0,0.0,0,0,64.0,3.0,2.0,0.667,9111,1400,11,9923,3071,4,8105,3047,14,0.475,0.027359781121751026,0.008122435020519838,0.035482216142270866,2.247718383311604,Senna,Caitlyn,Kaisa,LeeSin,Caitlyn,Senna
93,93,9.22.1,Renekton,58,Renekton,True,True,,True,,,the Butcher of the Sands,"Renekton is a terrifying, rage-fueled Ascended being from the scorched deserts of Shurima. Once, he was his empire's most esteemed warrior, leading the nation's armies to countless victories. However, after the empire's fall, Renekton was entombed...",Fighter',Tank',Fury,8,5,2,3,Renekton.png,champion3.png,champion,144,0,48,48,575.0,87,100.0,0.0,345,35.0,4.0,32.1,1.25,125,8.0,0.75,0.0,0.0,0,0,69.0,3.75,2.75,0.665,9111,3071,4,8473,3161,12,9104,3047,14,0.4889329369012224,0.0862688098495212,0.0999202006383949,0.18618901048791608,1.9932695276319847,Senna,Caitlyn,Ekko,Senna,Yasuo,Caitlyn
94,94,9.22.1,Rengar,107,Rengar,True,True,True,,,,the Pridestalker,"Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who...",Assassin',Fighter',Ferocity,7,4,2,8,Rengar.png,champion3.png,champion,192,0,48,48,585.0,90,4.0,0.0,345,34.0,3.0,32.1,1.25,125,7.0,0.5,0.0,0.0,0,0,68.0,3.0,3.0,0.667,8143,3147,4,8112,3077,11,8138,3142,12,0.5214538112064614,0.05645804833561331,0.06435248518011856,0.12081053351573187,2.3009407021669745,Senna,Kaisa,Caitlyn,Senna,Caitlyn,LeeSin
95,95,9.22.1,Riven,92,Riven,True,True,,True,,,the Exile,"Once a swordmaster in the warhosts of Noxus, Riven is an expatriate in a land she previously tried to conquer. She rose through the ranks on the strength of her conviction and brutal efficiency, and was rewarded with a legendary runic blade and a...",Fighter',Assassin',None,8,5,1,8,Riven.png,champion3.png,champion,240,0,48,48,558.48,86,0.0,0.0,340,33.0,3.2,32.1,1.25,125,7.0,0.5,0.0,0.0,0,0,64.0,3.0,3.5,0.625,9111,3812,4,8010,3071,12,8347,3047,14,0.4915773353751914,0.07444140446876425,0.04121067031463748,0.11565207478340173,2.0688463399460844,Kaisa,Caitlyn,Senna,Kaisa,Senna,Caitlyn
96,96,9.22.1,Rumble,68,Rumble,False,True,,True,,,the Mechanized Menace,"Rumble is a young inventor with a temper. Using nothing more than his own two hands and a heap of scrap, the feisty yordle constructed a colossal mech suit outfitted with an arsenal of electrified harpoons and incendiary rockets. Though others may scoff...",Fighter',Mage',Heat,3,6,8,10,Rumble.png,champion3.png,champion,288,0,48,48,589.0,85,100.0,0.0,345,30.88,3.5,32.1,1.25,125,8.0,0.6,0.0,0.0,0,0,61.036,3.2,1.85,0.644,8237,3020,4,8229,3151,12,8135,3157,14,0.5049751243781094,0.034370725034199724,0.004274965800273598,0.03864569083447332,2.0435776321804053,Senna,Caitlyn,Kaisa,Yasuo,Kaisa,Thresh
97,97,9.22.1,Ryze,13,Ryze,True,True,,True,,,the Rune Mage,"Widely considered one of the most adept sorcerers on Runeterra, Ryze is an ancient, hard-bitten archmage with an impossibly heavy burden to bear. Armed with immense arcane power and a boundless constitution, he tirelessly hunts for World Runes—fragments...",Mage',Fighter',Mana,2,2,10,7,Ryze.png,champion3.png,champion,336,0,48,48,570.48,98,300.0,50.0,340,21.552,3.0,34.0,0.5,550,8.0,0.8,8.0,0.8,0,0,55.04,3.0,2.112,0.625,8230,3040,4,8226,3020,12,8210,3027,14,0.4766355140186916,0.17077063383492933,0.08900478796169631,0.2597754217966256,1.9386503067484664,Caitlyn,Kaisa,Senna,Kaisa,Caitlyn,Senna
98,98,9.22.1,Sejuani,113,Sejuani,True,,True,,,,Fury of the North,"Sejuani is the brutal, unforgiving Iceborn warmother of the Winter's Claw, one of the most feared tribes of the Freljord. Her people's survival is a constant, desperate battle against the elements, forcing them to raid Noxians, Demacians, and Avarosans...",Tank',Fighter',Mana,5,7,6,4,Sejuani.png,champion3.png,champion,384,0,48,48,560.0,95,400.0,40.0,340,34.0,4.25,32.1,1.25,150,8.5,1.0,7.0,0.7,0,0,66.0,4.0,3.5,0.625,8439,1401,4,8451,3047,11,9111,3083,12,0.4782608695652174,0.020975832193342453,0.004474464204286366,0.02545029639762882,1.8302043070126999,Caitlyn,Kaisa,Yasuo,Caitlyn,Yasuo,Senna
99,99,9.22.1,Senna,235,Senna,True,,,,True,True,the Redeemer,"Cursed from childhood to be haunted by the supernatural Black Mist, Senna joined a sacred order known as the Sentinels of Light, and fiercely fought back—only to be killed, her soul imprisoned in a lantern by the cruel wraith Thresh. But refusing to...",Marksman',Mage',Mana,7,2,6,7,Senna.png,champion3.png,champion,432,0,48,48,520.0,85,350.0,45.0,330,28.0,3.5,30.0,0.5,600,3.5,0.55,11.5,0.4,0,0,50.0,0.0,4.0,0.625,8226,3009,4,8214,3147,14,8210,3098,7,0.4899328859060403,0.2420485636114911,0.4055517555859553,0.6476003191974464,1.740080469117836,Caitlyn,Ekko,Kaisa,Caitlyn,Thresh,Kaisa
100,100,9.22.1,Shaco,35,Shaco,True,,True,,,True,the Demon Jester,"Crafted long ago as a plaything for a lonely prince, the enchanted marionette Shaco now delights in murder and mayhem. Corrupted by dark magic and the loss of his beloved charge, the once-kind puppet finds pleasure only in the misery of the poor souls...",Assassin',,Mana,8,4,6,9,Shaco.png,champion3.png,champion,0,48,48,48,587.0,89,297.2,40.0,350,30.0,3.5,32.1,1.25,125,8.5,0.55,7.1560000000000015,0.45,0,0,63.0,3.0,3.0,0.6940000000000001,8138,3147,14,8143,3006,11,8105,3020,4,0.5279789335088875,0.08658230734154126,0.3895348837209303,0.4761171910624715,2.325227963525836,Caitlyn,Kaisa,Yasuo,Caitlyn,Kaisa,LeeSin
101,101,9.22.1,Shen,98,Shen,True,True,,,,True,the Eye of Twilight,"Among the secretive, Ionian warriors known as the Kinkou, Shen serves as their leader, the Eye of Twilight. He longs to remain free from the confusion of emotion, prejudice, and ego, and walks the unseen path of dispassionate judgment between the spirit...",Tank',,Energy,3,9,3,4,Shen.png,champion3.png,champion,48,48,48,48,540.0,85,400.0,0.0,340,34.0,3.0,32.1,1.25,125,8.5,0.75,50.0,0.0,0,0,60.0,3.0,3.0,0.7509999999999999,8437,3068,4,8401,3047,12,8473,1054,14,0.4922178988326849,0.04394664842681258,0.003619471044231646,0.04756611947104423,1.7740562800274535,Caitlyn,Senna,Kaisa,Caitlyn,Kaisa,Senna
102,102,9.22.1,Shyvana,102,Shyvana,False,,True,,,,the Half-Dragon,"Shyvana is a creature with the magic of a rune shard burning within her heart. Though she often appears humanoid, she can take her true form as a fearsome dragon, incinerating her foes with fiery breath. Having saved the life of the crown prince Jarvan...",Fighter',Tank',Fury,8,6,3,4,Shyvana.png,champion3.png,champion,96,48,48,48,595.0,95,100.0,0.0,350,38.0,3.35,32.1,1.25,125,8.5,0.8,0.0,0.0,0,0,66.0,3.4,2.5,0.6579999999999999,8128,3020,11,8135,1402,4,8138,3115,14,0.49172576832151293,0.02411080711354309,0.004160966712266303,0.028271773825809393,2.1981621112158343,Kaisa,Yasuo,Caitlyn,Kaisa,LeeSin,Ryze
103,103,9.22.1,Singed,27,Singed,True,True,,,,,the Mad Chemist,"Singed is a Zaunite alchemist of unmatched intellect, who has devoted his life to pushing the boundaries of knowledge—with no price, even his own sanity, too high to pay. Is there a method to his madness? His concoctions rarely fail, but it appears to...",Tank',Fighter',Mana,4,8,7,5,Singed.png,champion3.png,champion,144,48,48,48,610.0,85,330.0,45.0,345,37.0,3.5,32.1,1.25,125,9.5,0.55,7.5,0.55,0,0,63.0,3.375,1.9,0.613,8135,3116,4,9111,3151,6,8010,1082,12,0.4912109375,0.029183766529867764,0.0036764705882352936,0.032860237118103056,1.7086147257453468,Senna,Kaisa,Caitlyn,Caitlyn,Senna,Kaisa
104,104,9.22.1,Sion,14,Sion,True,True,,,,,The Undead Juggernaut,"A war hero from a bygone era, Sion was revered in Noxus for choking the life out of a Demacian king with his bare hands—but, denied oblivion, he was resurrected to serve his empire even in death. His indiscriminate slaughter claimed all who stood in his...",Tank',Fighter',Mana,5,9,3,5,Sion.png,champion3.png,champion,192,48,48,48,545.0,73,330.0,42.0,345,32.0,3.0,32.1,1.25,175,7.5,0.8,8.0,0.6,0,0,68.0,4.0,1.3,0.679,8451,3047,4,8446,3068,12,8437,2033,14,0.4975514201762977,0.029098267213862286,0.001709986320109439,0.030808253533971732,1.7138309161655465,Senna,Ekko,Caitlyn,Caitlyn,Thresh,Senna
105,105,9.22.1,Sivir,15,Sivir,False,,,,True,,the Battle Mistress,"Sivir is a renowned fortune hunter and mercenary captain who plies her trade in the deserts of Shurima. Armed with her legendary jeweled crossblade, she has fought and won countless battles for those who can afford her exorbitant price. Known for her...",Marksman',,Mana,9,3,1,4,Sivir.png,champion3.png,champion,240,48,48,48,532.0,88,284.0,50.0,335,26.0,3.25,30.0,0.5,500,3.25,0.55,8.0,0.9,0,0,61.0,3.0,1.6,0.625,8014,3006,4,9111,3508,7,8008,3031,12,0.5147058823529411,0.044573643410852716,0.00815093479252166,0.05272457820337437,2.113378099173554,Senna,Ekko,LeeSin,Caitlyn,Kaisa,Senna
106,106,9.22.1,Skarner,72,Skarner,True,,True,,,,the Crystal Vanguard,"Skarner is an immense crystalline scorpion from a hidden valley in Shurima. Part of the ancient Brackern race, Skarner and his kin are known for their great wisdom and deep connection to the land, as their souls are fused with powerful life crystals...",Fighter',Tank',Mana,7,6,5,5,Skarner.png,champion3.png,champion,288,48,48,48,601.28,90,320.0,40.0,335,38.0,3.8,32.1,1.25,125,9.0,0.85,7.206,0.45,0,0,65.0,4.5,2.1,0.625,8126,3111,4,8124,1401,11,8232,1400,12,0.5017301038062284,0.008236434108527133,0.0009119927040583676,0.0091484268125855,1.99554234769688,Caitlyn,Ezreal,Lux,Kaisa,Caitlyn,Senna
107,107,9.22.1,Sona,37,Sona,True,,,,,True,Maven of the Strings,"Sona is Demacia's foremost virtuoso of the stringed etwahl, speaking only through her graceful chords and vibrant arias. This genteel manner has endeared her to the highborn, though others suspect her spellbinding melodies to actually emanate magic—a...",Support',Mage',Mana,5,2,8,4,Sona.png,champion3.png,champion,336,48,48,48,482.36,77,340.6,45.0,325,28.0,3.3,30.0,0.5,550,5.5,0.55,11.5,0.4,0,0,49.0,3.0,2.3,0.644,8226,3504,4,8214,3098,14,8210,3020,3,0.5124333925399644,0.032090743274053805,0.001766985864113087,0.03385772913816689,1.4636811326562018,Caitlyn,LeeSin,Kaisa,Senna,Kaisa,Caitlyn
108,108,9.22.1,Soraka,16,Soraka,True,,,,,True,the Starchild,"A wanderer from the celestial dimensions beyond Mount Targon, Soraka gave up her immortality to protect the mortal races from their own more violent instincts. She endeavors to spread the virtues of compassion and mercy to everyone she meets—even...",Support',Mage',Mana,2,5,7,3,Soraka.png,champion3.png,champion,384,48,48,48,529.04,78,350.8,60.0,325,32.0,3.8,30.0,0.5,550,2.5,0.5,11.5,0.4,0,0,50.04,3.0,2.14,0.625,8226,3504,4,8214,3107,21,8453,3158,14,0.5226415094339623,0.06041951664386685,0.011399908800729594,0.07181942544459644,1.2298452964350917,Caitlyn,Kaisa,Ekko,Senna,Caitlyn,Kaisa
109,109,9.22.1,Swain,50,Swain,True,,,,True,True,the Noxian Grand General,"Jericho Swain is the visionary ruler of Noxus, an expansionist nation that reveres only strength. Though he was cast down and crippled in the Ionian wars, his left arm severed, he seized control of the empire with ruthless determination… and a new...",Mage',Fighter',Mana,2,6,9,8,Swain.png,champion3.png,champion,432,48,48,48,525.0,85,468.0,28.5,335,22.72,4.0,30.0,0.5,525,7.0,0.65,8.0,0.8,0,0,58.0,2.7,2.11,0.625,8112,3020,4,8138,3027,14,8126,3157,12,0.5093224192814916,0.06267099863201095,0.02821477428180575,0.09088577291381668,1.8096601904172152,Caitlyn,Kaisa,LeeSin,Senna,Kaisa,Caitlyn
110,110,9.22.1,Sylas,517,Sylas,True,True,True,True,,,the Unshackled,"Raised in one of Demacia's lesser quarters, Sylas of Dregbourne has come to symbolize the darker side of the Great City. As a boy, his ability to root out hidden sorcery caught the attention of the notorious mageseekers, who eventually imprisoned him...",Mage',Assassin',Mana,3,4,8,5,Sylas.png,champion3.png,champion,0,96,48,48,585.0,95,280.0,50.0,340,32.0,3.0,39.0,1.25,175,9.0,0.9,7.0,0.8,0,0,61.0,3.0,3.5,0.645,9111,3152,4,8010,3020,14,9105,3285,12,0.44021739130434784,0.020975832193342453,0.012568399452804378,0.03354423164614683,1.9087039795701213,Senna,Kaisa,Caitlyn,Kaisa,Senna,Ekko
111,111,9.22.1,Syndra,134,Syndra,True,,,True,,,the Dark Sovereign,"Syndra is a fearsome Ionian mage with incredible power at her command. As a child, she disturbed the village elders with her reckless and wild magic. She was sent away to be taught greater control, but eventually discovered her supposed mentor was...",Mage',Support',Mana,2,3,9,8,Syndra.png,champion3.png,champion,48,96,48,48,523.0,90,480.0,40.0,330,24.712,3.4,30.0,0.5,550,6.5,0.6,8.0,0.8,0,0,53.872,2.9,2.0,0.625,8112,3020,4,8138,3285,14,8226,1056,12,0.477328132618235,0.058453032375741,0.02251481988144095,0.08096785225718195,2.128475296617673,Senna,Caitlyn,Kaisa,Senna,Kaisa,Caitlyn
112,112,9.22.1,TahmKench,223,Tahm Kench,True,,,,,True,the River King,"Known by many names throughout history, the demon Tahm Kench travels the waterways of Runeterra, feeding his insatiable appetite with the misery of others. Though he may appear singularly charming and proud, he swaggers through the physical realm like a...",Support',Tank',Mana,3,9,6,5,TahmKench.png,champion3.png,champion,96,96,48,48,600.0,100,325.0,40.0,335,47.0,3.5,32.1,1.25,175,6.5,0.55,8.0,1.0,0,0,56.0,3.2,2.5,0.6579999999999999,8451,3401,4,8473,3009,14,8446,3047,12,0.4527027027027027,0.0084359325125399,0.004331965344277246,0.012767897856817144,1.599003735990037,Kaisa,Yasuo,Ekko,Thresh,Kaisa,Leona
113,113,9.22.1,Taliyah,163,Taliyah,True,,True,True,,,the Stoneweaver,"Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...",Mage',Support',Mana,1,7,8,5,Taliyah.png,champion3.png,champion,144,96,48,48,532.0,90,425.0,30.0,335,20.0,3.5,30.0,0.5,525,7.0,0.7,9.335,0.85,0,0,58.0,3.3,1.36,0.625,8138,3020,4,8135,3165,11,8126,1402,14,0.4935344827586207,0.013223894208846327,0.0007694938440492477,0.013993388052895576,2.2221393961982856,Caitlyn,Senna,Thresh,Senna,LeeSin,Ekko
114,114,9.22.1,Talon,91,Talon,False,,,True,,,the Blade's Shadow,"Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive...",Assassin',,Mana,9,3,1,7,Talon.png,champion3.png,champion,192,96,48,48,588.0,95,377.2,37.0,335,30.0,3.5,39.0,1.25,125,8.5,0.75,7.6,0.8,0,0,68.0,3.1,2.9,0.625,8112,3147,4,8138,3117,14,8143,3142,12,0.5144820814923907,0.05805403556771545,0.05625854993160055,0.11431258549931599,2.3461657629744384,Kaisa,Caitlyn,Senna,Yasuo,Kaisa,Caitlyn
