,version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Allies0,Counters0,Runes1,Items1,Spells1,Allies1,Counters1,Runes2,Items2,Spells2,Allies2,Counters2,win_rate,pick_rate,ban_rate,pick_ban_rate,average_KDA,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration35+_total,duration35+_wins,duration35+_winrate,Allies0_winrate,Allies0_samples,Allies1_winrate,Allies1_samples,Allies2_winrate,Allies2_samples,Counters0_winrate,Counters0_samples,Counters1_winrate,Counters1_samples,Counters2_winrate,Counters2_samples
58,9.22.1,Kled,240,Kled,TRUE,TRUE,,TRUE,,,the Cantankerous Cavalier,"A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the...",Fighter',Tank',Courage,8,2,2,7,Kled.png,champion1.png,champion,384,96,48,48,340,70,100,0,345,35,4,32.1,1.25,125,6,0.75,0,0,0,0,65,3.5,3.5,0.625,9111,3071,4,115,268,8010,3748,12,9,127,9104,1055,14,82,36,0.53686293913904,0.04682576459684894,0.048308619091751624,0.09513438368860055,2.179383429672447,279,162,0.5806451612903226,498,276,0.5542168674698795,607,334,0.5502471169686985,390,202,0.517948717948718,247,111,0.4493927125506073,0.7,75,0.6666666666666666,75,0.6666666666666666,75,0.2,58,0.3333333333333333,58,0.37142857142857144,58
59,9.22.1,KogMaw,96,Kog'Maw,FALSE,,,,TRUE,,the Mouth of the Abyss,"Belched forth from a rotting Void incursion deep in the wastelands of Icathia, Kog'Maw is an inquisitive yet putrid creature with a caustic, gaping mouth. This particular Void-spawn needs to gnaw and drool on anything within reach to truly understand it...",Marksman',Mage',Mana,8,2,5,6,KogMaw.png,champion1.png,champion,432,96,48,48,534,88,325,40,330,24,3.5,30,0.5,500,3.75,0.55,8.75,0.7,0,0,61,3.11,2.65,0.665,8014,3124,4,555,56,8008,3006,7,28,127,9111,3153,21,131,7,0.4958217270194986,0.016635773864689528,0.0015060240963855422,0.01814179796107507,2.1073446327683616,70,29,0.4142857142857143,152,73,0.48026315789473684,254,132,0.5196850393700787,134,66,0.4925373134328358,108,56,0.5185185185185185,0.782608695652174,16,0.6923076923076923,16,0.6875,16,0.23333333333333334,23,0.25,23,0.2857142857142857,23
60,9.22.1,Leblanc,7,LeBlanc,TRUE,,,TRUE,,,the Deceiver,"Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...",Assassin',Mage',Mana,1,4,10,9,Leblanc.png,champion2.png,champion,0,0,48,48,528,92,334,50,340,21.88,3.5,30,0.5,525,7.5,0.55,6,0.8,0,0,54.88,3.5,1.4,0.625,8112,3285,4,68,44,8138,3020,14,429,115,8143,3165,12,163,16,0.4809910294745835,0.05424003707136237,0.055398517145505095,0.10963855421686747,2.452302931003095,316,152,0.4810126582278481,558,258,0.46236559139784944,710,349,0.4915492957746479,446,225,0.5044843049327354,311,142,0.4565916398713826,0.6818181818181818,57,0.6666666666666666,57,0.6666666666666666,57,0.24,79,0.3125,79,0.3548387096774194,79
61,9.22.1,LeeSin,64,Lee Sin,TRUE,,TRUE,,,,the Blind Monk,"A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...",Fighter',Assassin',Energy,8,5,3,6,LeeSin.png,champion2.png,champion,48,0,48,48,575,85,200,0,345,33,3.7,32.1,1.25,125,7.5,0.7,50,0,0,0,70,3.2,3,0.651,9111,3071,4,30,432,8014,1412,11,19,57,8010,1400,14,79,14,0.466136875815443,0.19534291010194624,0.10632530120481928,0.3016682113067655,2.1577470220241666,1164,566,0.48625429553264604,2019,924,0.4576523031203566,2445,1145,0.46830265848670755,1724,778,0.45127610208816704,1079,517,0.47914735866543096,0.5806451612903226,237,0.5714285714285714,237,0.5666666666666667,237,0.38372093023255816,253,0.38461538461538464,253,0.391304347826087,253
62,9.22.1,Leona,89,Leona,TRUE,,,,,TRUE,the Radiant Dawn,"Imbued with the fire of the sun, Leona is a holy warrior of the Solari who defends Mount Targon with her Zenith Blade and the Shield of Daybreak. Her skin shimmers with starfire while her eyes burn with the power of the celestial Aspect within her...",Tank',Support',Mana,4,8,3,4,Leona.png,champion2.png,champion,96,0,48,48,576.16,87,302.2,40,335,47,3.6,32.1,1.25,125,8.5,0.85,6,0.8,0,0,60.04,3,2.9,0.625,8439,3117,4,44,133,8473,3401,14,34,427,8451,3050,3,163,62,0.5302382406841784,0.15171455050973123,0.17170991658943466,0.3234244670991659,1.377135240996627,815,428,0.5251533742331288,1517,839,0.5530652603823335,2045,1096,0.5359413202933986,1339,691,0.5160567587752054,832,418,0.5024038461538461,0.7333333333333333,19,0.7142857142857143,19,0.7111111111111111,19,0.37735849056603776,194,0.391304347826087,194,0.39285714285714285,194
63,9.22.1,Lissandra,127,Lissandra,TRUE,,,TRUE,,,the Ice Witch,"Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze—she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...",Mage',,Mana,2,5,8,6,Lissandra.png,champion2.png,champion,144,0,48,48,550,90,475,30,325,22,3.7,30,0.5,550,7,0.55,8,0.4,0,0,53,2.7,1.36,0.656,8226,3020,4,37,54,8439,3285,12,29,3,8473,3157,14,9,102,0.49843014128728413,0.029518072289156625,0.008549582947173309,0.038067655236329934,1.9384377416860015,178,95,0.5337078651685393,293,148,0.5051194539249146,403,204,0.5062034739454094,256,117,0.45703125,144,71,0.4930555555555556,0.75,32,0.7045454545454546,32,0.6666666666666666,32,0.2222222222222222,39,0.25,39,0.26666666666666666,39
64,9.22.1,Lucian,236,Lucian,FALSE,,,TRUE,TRUE,,the Purifier,"Lucian, a Sentinel of Light, is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. After the wraith Thresh slew his wife, Lucian embarked on the path of vengeance—but even with her return to...",Marksman',,Mana,8,5,3,6,Lucian.png,champion2.png,champion,192,0,48,48,571,86,348.88,38,335,28,3,30,0.5,500,3.75,0.65,8.176,0.7,0,0,64,2.75,3.3,0.638,8005,3006,4,115,102,8014,3508,7,119,6,9111,3153,12,223,43,0.48026892721426484,0.15852641334569045,0.015685820203892493,0.17421223354958296,2.176063886804588,824,403,0.4890776699029126,1610,780,0.484472049689441,2061,977,0.47404172731683647,1495,684,0.45752508361204014,852,442,0.5187793427230047,0.6326530612244898,143,0.6071428571428571,143,0.59375,143,0.3717948717948718,190,0.38095238095238093,190,0.3884297520661157,190
65,9.22.1,Lulu,117,Lulu,TRUE,,,,,TRUE,the Fae Sorceress,"The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this...",Support',Mage',Mana,4,5,7,5,Lulu.png,champion2.png,champion,240,0,48,48,525,74,350,55,330,28.22,3.7,30,0.5,550,6,0.6,11,0.6,0,0,46.368,2.6,2.25,0.625,8214,3504,4,44,518,8226,3117,14,203,136,8237,3098,3,57,203,0.5193370165745856,0.05871177015755329,0.010518999073215941,0.06923076923076923,1.373550456452011,302,154,0.5099337748344371,630,325,0.5158730158730159,809,416,0.5142150803461063,502,258,0.5139442231075697,291,163,0.5601374570446735,1.0,9,0.7307692307692307,9,0.7142857142857143,9,0.35294117647058826,85,0.35714285714285715,85,0.35714285714285715,85
66,9.22.1,Lux,99,Lux,TRUE,,,TRUE,,TRUE,the Lady of Luminosity,"Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...",Mage',Support',Mana,2,4,9,5,Lux.png,champion2.png,champion,288,0,48,48,490,85,480,23.5,330,18.72,4,30,0.5,550,5.5,0.55,8,0.8,0,0,53.54,3.3,1,0.669,8226,3020,4,44,115,8210,3285,14,163,136,8229,3098,21,61,102,0.5021551724137931,0.12900834105653383,0.018721037998146433,0.14772937905468025,1.8462227736421284,696,350,0.5028735632183908,1185,589,0.4970464135021097,1544,758,0.49093264248704666,1250,627,0.5016,893,472,0.528555431131019,0.7567567567567568,75,0.631578947368421,75,0.5934065934065934,75,0.3404255319148936,172,0.36363636363636365,172,0.3924050632911392,172
67,9.22.1,Malphite,54,Malphite,TRUE,TRUE,,TRUE,,TRUE,Shard of the Monolith,"A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...",Tank',Fighter',Mana,5,9,7,2,Malphite.png,champion2.png,champion,336,0,48,48,574.2,90,282.2,40,335,37,3.75,32.1,1.25,125,7,0.55,7.324,0.55,0,0,61.97,4,3.4,0.736,8226,3020,4,427,42,8229,3047,12,268,133,8237,3025,11,26,115,0.5031397174254317,0.08855421686746988,0.09807692307692308,0.18663113994439295,1.96415770609319,393,200,0.5089058524173028,841,425,0.5053507728894173,1118,580,0.518783542039356,867,428,0.4936562860438293,603,290,0.48092868988391374,0.6923076923076923,109,0.65,109,0.6379310344827587,109,0.2727272727272727,113,0.29411764705882354,113,0.3157894736842105,113
68,9.22.1,Malzahar,90,Malzahar,TRUE,TRUE,,TRUE,,,the Prophet of the Void,"A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...",Mage',Assassin',Mana,2,2,9,6,Malzahar.png,champion2.png,champion,384,0,48,48,537,87,375,27.5,335,18,3.5,30,0.5,500,6,0.6,8,0.8,0,0,55,3,1.5,0.625,8226,3285,4,161,102,8210,3116,12,131,29,8214,3020,14,104,427,0.5215011727912432,0.059267840593141795,0.08410565338276181,0.1433734939759036,1.8893093661305582,286,134,0.46853146853146854,557,292,0.5242369838420108,792,442,0.5580808080808081,566,295,0.5212014134275619,357,171,0.4789915966386555,0.7,60,0.6923076923076923,60,0.6842105263157895,60,0.3225806451612903,85,0.3625,85,0.36363636363636365,85
69,9.22.1,Maokai,57,Maokai,TRUE,TRUE,,,,TRUE,the Twisted Treant,"Maokai is a rageful, towering treant who fights the unnatural horrors of the Shadow Isles. He was twisted into a force of vengeance after a magical cataclysm destroyed his home, surviving undeath only through the Waters of Life infused within his...",Tank',Mage',Mana,3,8,6,3,Maokai.png,champion2.png,champion,432,0,48,48,565,95,377.28,43,335,39,4,32.1,1.25,125,5,0.75,7.2,0.6,0,0,63.54,3.3,2.125,0.8,8439,3065,4,136,127,8446,3068,12,117,60,8345,3111,14,44,48,0.5027124773960217,0.025625579240037073,0.0015523632993512512,0.027177942539388322,1.616039744499645,125,63,0.504,253,133,0.525691699604743,354,171,0.4830508474576271,223,107,0.4798206278026906,151,82,0.543046357615894,0.8,17,0.7142857142857143,17,0.7,17,0.2857142857142857,31,0.29545454545454547,31,0.3,31
70,9.22.1,MasterYi,11,Master Yi,FALSE,,TRUE,,,,the Wuju Bladesman,"Master Yi has tempered his body and sharpened his mind, so that thought and action have become almost as one. Though he chooses to enter into violence only as a last resort, the grace and speed of his blade ensures resolution is always swift. As one of...",Assassin',Fighter',Mana,10,4,2,4,MasterYi.png,champion2.png,champion,0,48,48,48,598.56,92,250.56,42,355,33,3,32.1,1.25,125,7.5,0.65,7.256,0.45,0,0,66,3,2,0.679,9111,1419,11,44,136,8014,3124,4,42,223,9104,3006,14,62,115,0.5235279625523528,0.09404541241890639,0.24726598702502317,0.3413113994439296,2.286711899377058,524,273,0.5209923664122137,1021,526,0.515181194906954,1238,632,0.5105008077544426,814,444,0.5454545454545454,462,250,0.5411255411255411,0.7162790697674418,105,0.6875,105,0.6571428571428571,105,0.32142857142857145,115,0.35714285714285715,115,0.4166666666666667,115
71,9.22.1,MissFortune,21,Miss Fortune,FALSE,,,,TRUE,,the Bounty Hunter,"A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally...",Marksman',,Mana,8,2,5,1,MissFortune.png,champion2.png,champion,48,48,48,48,541,91,325.84,35,325,28,3,30,0.5,550,3.75,0.65,8.042,0.65,0,0,50,2.7,3,0.656,8304,3006,4,163,44,8345,3508,7,44,29,9103,1055,14,72,102,0.537291169451074,0.15532900834105653,0.02465245597775718,0.1799814643188137,2.1385251366848914,812,453,0.5578817733990148,1551,844,0.5441650548033526,1985,1065,0.5365239294710328,1436,764,0.532033426183844,920,476,0.5173913043478261,0.7058823529411765,222,0.6935483870967742,222,0.6666666666666666,222,0.4166666666666667,194,0.43455497382198954,194,0.43902439024390244,194
72,9.22.1,MonkeyKing,62,Wukong,TRUE,,TRUE,,,,the Monkey King,"Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial...",Fighter',Tank',Mana,8,5,2,3,MonkeyKing.png,champion2.png,champion,96,48,48,48,577.8,85,265.84,38,345,34,3.5,32.1,1.25,175,6,0.65,8.042,0.65,0,0,68,4,3,0.711,8143,3147,4,17,3,8138,3142,14,69,432,8112,3071,11,38,92,0.5235191637630662,0.02659870250231696,0.0025486561631139944,0.029147358665430955,2.236431111798361,152,67,0.4407894736842105,246,116,0.4715447154471545,322,175,0.5434782608695652,260,144,0.5538461538461539,168,99,0.5892857142857143,0.8076923076923077,33,0.8,33,0.7272727272727273,33,0.3181818181818182,40,0.32142857142857145,40,0.34146341463414637,40
73,9.22.1,Mordekaiser,82,Mordekaiser,TRUE,TRUE,,TRUE,,,the Iron Revenant,"Twice slain and thrice born, Mordekaiser is a brutal warlord from a foregone epoch who uses his necromantic sorcery to bind souls into an eternity of servitude. Few now remain who remember his earlier conquests, or know the true extent of his powers—but...",Fighter',,Shield,4,6,7,4,Mordekaiser.png,champion2.png,champion,144,48,48,48,575,90,100,0,335,37,3,32,1.25,175,5,0.75,0,0,0,0,61,4,1,0.625,9111,3116,4,85,72,8010,3151,12,136,136,8014,3047,14,240,34,0.5136017410228509,0.08517145505097312,0.09501853568118629,0.1801899907321594,2.104980070114777,400,199,0.4975,843,427,0.5065243179122183,1074,573,0.5335195530726257,798,408,0.5112781954887218,561,281,0.5008912655971479,0.7,84,0.6818181818181818,84,0.6666666666666666,84,0.21428571428571427,114,0.2631578947368421,114,0.29411764705882354,114
74,9.22.1,Morgana,25,Morgana,TRUE,,,,,TRUE,the Fallen,"Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from...",Mage',Support',Mana,1,6,8,1,Morgana.png,champion2.png,champion,192,48,48,48,560,90,340,60,330,25,3.8,30,0.5,450,5.5,0.4,11,0.4,0,0,56,3.5,1.53,0.625,8226,3157,4,44,62,8237,3117,14,40,35,8313,3092,3,53,420,0.4982192322912545,0.11709916589434662,0.498563484708063,0.6156626506024097,1.521572595215726,590,307,0.5203389830508475,1153,610,0.5290546400693842,1493,721,0.48292029470864034,1087,547,0.5032198712051518,731,333,0.45554035567715456,0.8333333333333334,27,0.6666666666666666,27,0.6521739130434783,27,0.4,190,0.4099099099099099,190,0.4166666666666667,190
75,9.22.1,Nami,267,Nami,TRUE,,,,,TRUE,the Tidecaller,"A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred...",Support',Mage',Mana,4,3,7,5,Nami.png,champion2.png,champion,240,48,48,48,489.32,74,377.24,43,335,29,4,30,0.5,550,5.5,0.55,11.5,0.4,0,0,51.208,3.1,2.61,0.644,8226,3117,4,44,72,8214,3504,14,63,127,8237,3107,3,223,115,0.516794069955988,0.10002316960148286,0.006278962001853568,0.10630213160333643,1.3657927001791945,562,304,0.5409252669039146,1026,532,0.5185185185185185,1224,608,0.49673202614379086,953,499,0.5236096537250787,552,288,0.5217391304347826,0.8461538461538461,4,0.8421052631578947,4,0.6666666666666666,4,0.26666666666666666,157,0.4,157,0.4,157
76,9.22.1,Nasus,75,Nasus,FALSE,TRUE,,,,,the Curator of the Sands,"Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...",Fighter',Tank',Mana,7,5,6,6,Nasus.png,champion2.png,champion,288,48,48,48,561.2,90,325.6,42,350,34,3.5,32.1,1.25,125,9,0.9,7.44,0.5,0,0,67,3.5,3.48,0.638,8446,3078,4,48,69,8437,3111,12,33,5,8347,3065,6,86,20,0.49650637073571724,0.05637164040778499,0.040546802594995365,0.09691844300278035,1.9037397283246689,312,152,0.48717948717948717,543,257,0.4732965009208103,727,367,0.5048143053645117,534,268,0.50187265917603,317,164,0.5173501577287066,0.7222222222222222,73,0.696969696969697,73,0.6875,73,0.2727272727272727,75,0.37254901960784315,75,0.375,75
77,9.22.1,Nautilus,111,Nautilus,TRUE,,,,,TRUE,the Titan of the Depths,"A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...",Tank',Fighter',Mana,4,6,6,6,Nautilus.png,champion2.png,champion,336,48,48,48,576.48,86,400,47,325,39,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,0,0,61,3.3,1,0.706,8439,3401,4,268,62,8473,3117,14,53,141,8345,2055,12,14,34,0.5162698971686153,0.16448100092678405,0.31065801668211307,0.4751390176088971,1.453775193021157,907,480,0.5292171995589857,1729,894,0.5170618854829381,2115,1084,0.5125295508274231,1495,767,0.5130434782608696,853,440,0.5158264947245017,0.6896551724137931,38,0.6571428571428571,38,0.6338028169014085,38,0.38461538461538464,209,0.4344660194174757,209,0.4418604651162791,209
78,9.22.1,Neeko,518,Neeko,TRUE,,,TRUE,,TRUE,the Curious Chameleon,"Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where—or who—Neeko might be...",Mage',Support',Mana,1,1,9,5,Neeko.png,champion2.png,champion,384,48,48,48,540,90,450,30,340,21,4,30,0.5,550,7.5,0.75,7,0.7,0,0,48,2.5,3,0.625,8345,3020,4,83,150,8139,3285,14,143,429,8347,1056,12,62,34,0.48783877692842254,0.033341056533827615,0.005931417979610751,0.03927247451343836,1.843988197688714,176,89,0.5056818181818182,305,143,0.46885245901639344,438,216,0.4931506849315068,306,146,0.477124183006536,214,108,0.5046728971962616,0.75,22,0.7272727272727273,22,0.6842105263157895,22,0.29411764705882354,39,0.3,39,0.3076923076923077,39
79,9.22.1,Nidalee,76,Nidalee,FALSE,,TRUE,,,,the Bestial Huntress,"Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...",Assassin',Mage',Mana,5,4,7,8,Nidalee.png,champion2.png,champion,432,48,48,48,545,85,295.6,45,335,28,3.5,30,0.5,525,6,0.6,6,0.8,0,0,61,3.5,3.22,0.638,8143,1414,4,68,150,8138,3100,11,29,85,8112,3020,14,55,62,0.4732272069464544,0.03202038924930491,0.0036376274328081557,0.03565801668211307,2.26264100862641,183,92,0.5027322404371585,349,165,0.47277936962750716,376,182,0.48404255319148937,307,137,0.44625407166123776,167,78,0.46706586826347307,0.7333333333333333,25,0.65625,25,0.6486486486486487,25,0.23076923076923078,42,0.2608695652173913,42,0.2857142857142857,42
80,9.22.1,Nocturne,56,Nocturne,TRUE,TRUE,TRUE,TRUE,,,the Eternal Nightmare,"A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...",Assassin',Fighter',Mana,9,5,2,4,Nocturne.png,champion2.png,champion,0,96,48,48,585,85,275,35,345,38,3.5,32.1,1.25,125,8.5,0.75,7,0.45,0,0,62,3.1,2.7,0.721,8014,3147,4,203,429,9104,3111,11,268,48,8106,3026,14,141,163,0.5104468016714883,0.07208063021316033,0.029981464318813718,0.10206209453197404,2.242739606603825,326,174,0.5337423312883436,720,369,0.5125,927,475,0.5124056094929881,682,351,0.5146627565982405,456,219,0.48026315789473684,0.7272727272727273,106,0.6666666666666666,106,0.6571428571428571,106,0.26666666666666666,105,0.3684210526315789,105,0.38461538461538464,105
81,9.22.1,Nunu,20,Nunu & Willump,TRUE,,TRUE,,,,the Boy and His Yeti,"Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...",Tank',Fighter',Mana,4,6,7,4,Nunu.png,champion2.png,champion,48,96,48,48,570,82,280,42,345,32,3,32.1,1.25,125,5,0.8,7,0.5,0,0,61,3,2.25,0.625,8439,1413,4,30,77,8429,3111,11,83,34,8453,3742,14,91,154,0.5125909345271404,0.041404077849860985,0.020041705282669138,0.06144578313253012,1.7542325993139316,245,117,0.4775510204081633,470,245,0.5212765957446809,508,284,0.5590551181102362,332,161,0.48493975903614456,232,109,0.4698275862068966,0.8181818181818182,54,0.7058823529411765,54,0.6271186440677966,54,0.35,56,0.36363636363636365,56,0.37777777777777777,56
82,9.22.1,Olaf,2,Olaf,FALSE,TRUE,TRUE,,,,the Berserker,"An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing—a coward's fate, and a great...",Fighter',Tank',Mana,9,5,3,3,Olaf.png,champion2.png,champion,96,96,48,48,597.24,93,315.6,42,350,35,3,32.1,1.25,125,8.5,0.9,7.466,0.575,0,0,68,3.5,2.7,0.694,9111,3071,4,107,83,8010,3047,11,59,203,9104,1400,12,29,62,0.5045278137128072,0.05373030583873958,0.021269694161260427,0.07500000000000001,2.169871052428384,304,150,0.4934210526315789,592,320,0.5405405405405406,669,325,0.4857997010463378,501,241,0.4810379241516966,253,134,0.5296442687747036,0.7647058823529411,58,0.7058823529411765,58,0.696969696969697,58,0.34615384615384615,75,0.36,75,0.36,75
83,9.22.1,Orianna,61,Orianna,TRUE,,,TRUE,,,the Lady of Clockwork,"Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice...",Mage',Support',Mana,4,3,9,7,Orianna.png,champion2.png,champion,144,96,48,48,530,91,418,25,325,17.04,3,26,0.5,525,7,0.55,8,0.8,0,0,40.368,2.6,3.5,0.658,8226,3285,4,85,115,8210,3020,12,29,136,8214,1056,21,113,15,0.4948657187993681,0.05866543095458758,0.005746061167747915,0.06441149212233549,2.0347010936600607,294,155,0.5272108843537415,593,280,0.47217537942664417,785,386,0.49171974522292994,519,277,0.5337186897880539,341,155,0.45454545454545453,0.6666666666666666,53,0.6557377049180327,53,0.6538461538461539,53,0.2777777777777778,69,0.3333333333333333,69,0.35714285714285715,69
84,9.22.1,Ornn,516,Ornn,TRUE,TRUE,,TRUE,,,The Fire below the Mountain,"Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion...",Tank',Fighter',Mana,5,9,3,5,Ornn.png,champion2.png,champion,192,96,48,48,590,95,340.6,45,335,36,4,32.1,1.25,175,9,0.9,8.01,0.6,0,0,69,3.5,2,0.625,8451,3373,4,3,163,8446,3047,12,154,33,8437,3379,14,34,96,0.4829239065308568,0.038670064874884155,0.0038693234476367007,0.042539388322520855,1.7240453824569966,187,89,0.47593582887700536,389,193,0.4961439588688946,507,232,0.45759368836291914,358,183,0.5111731843575419,228,109,0.4780701754385965,0.7142857142857143,43,0.6857142857142857,43,0.6666666666666666,43,0.07142857142857142,48,0.1875,48,0.23076923076923078,48
85,9.22.1,Pantheon,80,Pantheon,TRUE,TRUE,TRUE,TRUE,,,the Unbreakable Spear,"Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn...",Fighter',Assassin',Mana,9,4,3,4,Pantheon.png,champion2.png,champion,240,96,48,48,580,95,317.12,31,355,40,3.75,28,1.25,175,10,0.65,7.356,0.45,0,0,64,3.3,2.95,0.644,9111,3142,4,77,429,8014,3071,14,44,74,8010,3111,11,142,44,0.48493975903614456,0.06153846153846154,0.14395273401297498,0.20549119555143652,2.0299120976411813,320,176,0.55,622,312,0.5016077170418006,775,372,0.48,570,267,0.46842105263157896,369,161,0.4363143631436314,0.6875,78,0.68,78,0.6551724137931034,78,0.3333333333333333,75,0.3448275862068966,75,0.34615384615384615,75
86,9.22.1,Poppy,78,Poppy,TRUE,TRUE,TRUE,,,TRUE,Keeper of the Hammer,"Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled “Hero of Demacia,” said...",Tank',Fighter',Mana,6,7,2,6,Poppy.png,champion2.png,champion,288,96,48,48,540,90,280,40,345,38,3.5,32,1.25,125,8,0.8,7,0.7,0,0,64,4,2.5,0.625,8437,3047,4,15,1,8451,3068,12,53,4,8473,3111,11,62,15,0.44390243902439025,0.023748841519925856,0.007136237256719184,0.03088507877664504,1.7922687861271676,118,58,0.4915254237288136,250,123,0.492,288,130,0.4513888888888889,211,83,0.3933649289099526,158,61,0.3860759493670886,0.7857142857142857,34,0.7073170731707317,34,0.6923076923076923,34,0.125,28,0.2,28,0.2222222222222222,28
87,9.22.1,Pyke,555,Pyke,TRUE,,,,,TRUE,the Bloodharbor Ripper,"A renowned harpooner from the slaughter docks of Bilgewater, Pyke should have met his death in the belly of a gigantic jaull-fish… and yet, he returned. Now, stalking the dank alleys and backways of his former hometown, he uses his new supernatural...",Support',Assassin',Mana,9,3,1,7,Pyke.png,champion2.png,champion,336,96,48,48,600,90,415,50,330,45,5,32,1.5,150,7,0.5,8,1,0,0,62,2,2.5,0.667,8439,3117,4,44,163,8473,3147,14,96,268,8446,3142,3,143,154,0.483492296404989,0.09474050046339202,0.24786839666357738,0.3426088971269694,2.000437323579692,458,228,0.4978165938864629,978,463,0.4734151329243354,1221,568,0.4651924651924652,910,455,0.5,522,263,0.5038314176245211,0.9,22,0.782608695652174,22,0.6818181818181818,22,0.2857142857142857,109,0.3181818181818182,109,0.35398230088495575,109
