version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration30+_total,duration30+_wins,duration30+_winrate
9.22.1,Quinn,133,Quinn,FALSE,TRUE,,TRUE,,,Demacia's Wings,"Quinn is an elite ranger-knight of Demacia, who undertakes dangerous missions deep in enemy territory. She and her legendary eagle, Valor, share an unbreakable bond, and their foes are often slain before they realize they are fighting not one, but two...",Marksman',Assassin',Mana,9,4,2,5,Quinn.png,champion2.png,champion,432,96,48,48,532.8,85,268.8,35,335,28,3.5,30,0.5,525,5.5,0.55,6.972,0.4,0,0,59,2.4,3.1,0.668,107,51,0.4766355140186916,236,116,0.4915254237288136,276,149,0.5398550724637681,263,126,0.4790874524714829,155,82,0.5290322580645161
9.22.1,Rakan,497,Rakan,TRUE,,,,,TRUE,The Charmer,"As mercurial as he is charming, Rakan is an infamous vastayan troublemaker and the greatest battle-dancer in Lhotlan tribal history. To the humans of the Ionian highlands, his name has long been synonymous with wild festivals, uncontrollable parties...",Support',,Mana,2,4,8,5,Rakan.png,champion3.png,champion,0,0,48,48,540,85,315,50,335,32,3.9,32.1,1.25,300,5,0.5,8.75,0.5,0,0,62,3.5,3,0.635,359,158,0.4401114206128134,644,279,0.4332298136645963,752,362,0.48138297872340424,499,238,0.47695390781563124,310,167,0.5387096774193548
9.22.1,Rammus,33,Rammus,TRUE,,TRUE,,,,the Armordillo,"Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes—from demigod, to sacred oracle, to a mere beast...",Tank',Fighter',Mana,4,10,5,5,Rammus.png,champion3.png,champion,48,0,48,48,564.48,86,310.44,33,335,36,4.3,32.1,1.25,125,8,0.55,7.84,0.5,0,0,55.88,3.5,2.215,0.625,116,60,0.5172413793103449,237,110,0.4641350210970464,335,161,0.48059701492537316,244,126,0.5163934426229508,166,80,0.4819277108433735
9.22.1,RekSai,421,Rek'Sai,TRUE,,TRUE,,,,the Void Burrower,"An apex predator, Rek'Sai is a merciless Void-spawn that tunnels beneath the ground to ambush and devour unsuspecting prey. Her insatiable hunger has laid waste to entire regions of the once-great empire of Shurima—merchants, traders, even armed...",Fighter',,Rage,8,5,2,3,RekSai.png,champion3.png,champion,96,0,48,48,570,85,100,0,335,36,3.75,32.1,1.25,175,7.5,0.65,0,0,0,0,64,3,2,0.667,202,107,0.5297029702970297,388,201,0.5180412371134021,441,208,0.47165532879818595,265,108,0.4075471698113208,165,76,0.46060606060606063
9.22.1,Renekton,58,Renekton,TRUE,TRUE,,TRUE,,,the Butcher of the Sands,"Renekton is a terrifying, rage-fueled Ascended being from the scorched deserts of Shurima. Once, he was his empire's most esteemed warrior, leading the nation's armies to countless victories. However, after the empire's fall, Renekton was entombed...",Fighter',Tank',Fury,8,5,2,3,Renekton.png,champion3.png,champion,144,0,48,48,575,87,100,0,345,35,4,32.1,1.25,125,8,0.75,0,0,0,0,69,3.75,2.75,0.665,483,258,0.5341614906832298,930,453,0.4870967741935484,1071,506,0.47245564892623715,825,418,0.5066666666666667,494,209,0.4230769230769231
9.22.1,Rengar,107,Rengar,TRUE,TRUE,TRUE,,,,the Pridestalker,"Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who...",Assassin',Fighter',Ferocity,7,4,2,8,Rengar.png,champion3.png,champion,192,0,48,48,585,90,4,0,345,34,3,32.1,1.25,125,7,0.5,0,0,0,0,68,3,3,0.667,334,156,0.46706586826347307,638,334,0.5235109717868338,806,405,0.5024813895781638,547,301,0.5502742230347349,367,210,0.5722070844686649
9.22.1,Riven,92,Riven,TRUE,TRUE,,TRUE,,,the Exile,"Once a swordmaster in the warhosts of Noxus, Riven is an expatriate in a land she previously tried to conquer. She rose through the ranks on the strength of her conviction and brutal efficiency, and was rewarded with a legendary runic blade and a...",Fighter',Assassin',None,8,5,1,8,Riven.png,champion3.png,champion,240,0,48,48,558.48,86,0,0,340,33,3.2,32.1,1.25,125,7,0.5,0,0,0,0,64,3,3.5,0.625,425,204,0.48,822,397,0.4829683698296837,1002,498,0.49700598802395207,688,347,0.5043604651162791,418,201,0.48086124401913877
9.22.1,Rumble,68,Rumble,FALSE,TRUE,,TRUE,,,the Mechanized Menace,"Rumble is a young inventor with a temper. Using nothing more than his own two hands and a heap of scrap, the feisty yordle constructed a colossal mech suit outfitted with an arsenal of electrified harpoons and incendiary rockets. Though others may scoff...",Fighter',Mage',Heat,3,6,8,10,Rumble.png,champion3.png,champion,288,0,48,48,589,85,100,0,345,30.88,3.5,32.1,1.25,125,8,0.6,0,0,0,0,61.036,3.2,1.85,0.644,181,94,0.5193370165745856,340,192,0.5647058823529412,394,192,0.4873096446700508,308,144,0.4675324675324675,237,117,0.4936708860759494
9.22.1,Ryze,13,Ryze,TRUE,TRUE,,TRUE,,,the Rune Mage,"Widely considered one of the most adept sorcerers on Runeterra, Ryze is an ancient, hard-bitten archmage with an impossibly heavy burden to bear. Armed with immense arcane power and a boundless constitution, he tirelessly hunts for World Runes—fragments...",Mage',Fighter',Mana,2,2,10,7,Ryze.png,champion3.png,champion,336,0,48,48,570.48,98,300,50,340,21.552,3,34,0.5,550,8,0.8,8,0.8,0,0,55.04,3,2.112,0.625,928,431,0.4644396551724138,1771,835,0.47148503670242803,2247,1094,0.48687138406764574,1595,765,0.47962382445141066,978,468,0.4785276073619632
9.22.1,Sejuani,113,Sejuani,TRUE,,TRUE,,,,Fury of the North,"Sejuani is the brutal, unforgiving Iceborn warmother of the Winter's Claw, one of the most feared tribes of the Freljord. Her people's survival is a constant, desperate battle against the elements, forcing them to raid Noxians, Demacians, and Avarosans...",Tank',Fighter',Mana,5,7,6,4,Sejuani.png,champion3.png,champion,384,0,48,48,560,95,400,40,340,34,4.25,32.1,1.25,150,8.5,1,7,0.7,0,0,66,4,3.5,0.625,105,54,0.5142857142857142,179,88,0.49162011173184356,281,127,0.45195729537366547,209,92,0.44019138755980863,114,58,0.5087719298245614
9.22.1,Senna,235,Senna,TRUE,,,,TRUE,TRUE,the Redeemer,"Cursed from childhood to be haunted by the supernatural Black Mist, Senna joined a sacred order known as the Sentinels of Light, and fiercely fought back—only to be killed, her soul imprisoned in a lantern by the cruel wraith Thresh. But refusing to...",Marksman',Mage',Mana,7,2,6,7,Senna.png,champion3.png,champion,432,0,48,48,520,85,350,45,330,28,3.5,30,0.5,600,3.5,0.55,11.5,0.4,0,0,50,0,4,0.625,1253,634,0.5059856344772546,2481,1249,0.5034260378879484,3091,1543,0.4991912002588159,2207,1062,0.4811961939284096,1327,649,0.48907309721175585
9.22.1,Shaco,35,Shaco,TRUE,,TRUE,,,TRUE,the Demon Jester,"Crafted long ago as a plaything for a lonely prince, the enchanted marionette Shaco now delights in murder and mayhem. Corrupted by dark magic and the loss of his beloved charge, the once-kind puppet finds pleasure only in the misery of the poor souls...",Assassin',,Mana,8,4,6,9,Shaco.png,champion3.png,champion,0,48,48,48,587,89,297.2,40,350,30,3.5,32.1,1.25,125,8.5,0.55,7.156,0.45,0,0,63,3,3,0.694,413,197,0.47699757869249393,700,350,0.5,1049,576,0.5490943755958055,849,467,0.5500588928150766,612,332,0.5424836601307189
9.22.1,Shen,98,Shen,TRUE,TRUE,,,,TRUE,the Eye of Twilight,"Among the secretive, Ionian warriors known as the Kinkou, Shen serves as their leader, the Eye of Twilight. He longs to remain free from the confusion of emotion, prejudice, and ego, and walks the unseen path of dispassionate judgment between the spirit...",Tank',,Energy,3,9,3,4,Shen.png,champion3.png,champion,48,48,48,48,540,85,400,0,340,34,3,32.1,1.25,125,8.5,0.75,50,0,0,0,60,3,3,0.751,227,115,0.5066079295154186,432,223,0.5162037037037037,540,263,0.48703703703703705,414,180,0.43478260869565216,265,145,0.5471698113207547
9.22.1,Shyvana,102,Shyvana,FALSE,,TRUE,,,,the Half-Dragon,"Shyvana is a creature with the magic of a rune shard burning within her heart. Though she often appears humanoid, she can take her true form as a fearsome dragon, incinerating her foes with fiery breath. Having saved the life of the crown prince Jarvan...",Fighter',Tank',Fury,8,6,3,4,Shyvana.png,champion3.png,champion,96,48,48,48,595,95,100,0,350,38,3.35,32.1,1.25,125,8.5,0.8,0,0,0,0,66,3.4,2.5,0.658,119,59,0.4957983193277311,257,127,0.49416342412451364,304,142,0.46710526315789475,232,123,0.5301724137931034,161,88,0.546583850931677
9.22.1,Singed,27,Singed,TRUE,TRUE,,,,,the Mad Chemist,"Singed is a Zaunite alchemist of unmatched intellect, who has devoted his life to pushing the boundaries of knowledge—with no price, even his own sanity, too high to pay. Is there a method to his madness? His concoctions rarely fail, but it appears to...",Tank',Fighter',Mana,4,8,7,5,Singed.png,champion3.png,champion,144,48,48,48,610,85,330,45,345,37,3.5,32.1,1.25,125,9.5,0.55,7.5,0.55,0,0,63,3.375,1.9,0.613,163,77,0.4723926380368098,274,121,0.4416058394160584,401,198,0.4937655860349127,295,164,0.5559322033898305,194,102,0.5257731958762887
9.22.1,Sion,14,Sion,TRUE,TRUE,,,,,The Undead Juggernaut,"A war hero from a bygone era, Sion was revered in Noxus for choking the life out of a Demacian king with his bare hands—but, denied oblivion, he was resurrected to serve his empire even in death. His indiscriminate slaughter claimed all who stood in his...",Tank',Fighter',Mana,5,9,3,5,Sion.png,champion3.png,champion,192,48,48,48,545,73,330,42,345,32,3,32.1,1.25,175,7.5,0.8,8,0.6,0,0,68,4,1.3,0.679,127,57,0.44881889763779526,289,171,0.5916955017301038,361,190,0.5263157894736842,278,121,0.4352517985611511,175,73,0.41714285714285715
9.22.1,Sivir,15,Sivir,FALSE,,,,TRUE,,the Battle Mistress,"Sivir is a renowned fortune hunter and mercenary captain who plies her trade in the deserts of Shurima. Armed with her legendary jeweled crossblade, she has fought and won countless battles for those who can afford her exorbitant price. Known for her...",Marksman',,Mana,9,3,1,4,Sivir.png,champion3.png,champion,240,48,48,48,532,88,284,50,335,26,3.25,30,0.5,500,3.25,0.55,8,0.9,0,0,61,3,1.6,0.625,216,120,0.5555555555555556,446,225,0.5044843049327354,561,287,0.5115864527629234,382,201,0.5261780104712042,243,111,0.4567901234567901
9.22.1,Skarner,72,Skarner,TRUE,,TRUE,,,,the Crystal Vanguard,"Skarner is an immense crystalline scorpion from a hidden valley in Shurima. Part of the ancient Brackern race, Skarner and his kin are known for their great wisdom and deep connection to the land, as their souls are fused with powerful life crystals...",Fighter',Tank',Mana,7,6,5,5,Skarner.png,champion3.png,champion,288,48,48,48,601.28,90,320,40,335,38,3.8,32.1,1.25,125,9,0.85,7.206,0.45,0,0,65,4.5,2.1,0.625,48,18,0.375,71,34,0.4788732394366197,108,64,0.5925925925925926,77,36,0.4675324675324675,36,17,0.4722222222222222
9.22.1,Sona,37,Sona,TRUE,,,,,TRUE,Maven of the Strings,"Sona is Demacia's foremost virtuoso of the stringed etwahl, speaking only through her graceful chords and vibrant arias. This genteel manner has endeared her to the highborn, though others suspect her spellbinding melodies to actually emanate magic—a...",Support',Mage',Mana,5,2,8,4,Sona.png,champion3.png,champion,336,48,48,48,482.36,77,340.6,45,325,28,3.3,30,0.5,550,5.5,0.55,11.5,0.4,0,0,49,3,2.3,0.644,173,81,0.4682080924855491,335,155,0.4626865671641791,408,233,0.571078431372549,282,150,0.5319148936170213,175,95,0.5428571428571428
9.22.1,Soraka,16,Soraka,TRUE,,,,,TRUE,the Starchild,"A wanderer from the celestial dimensions beyond Mount Targon, Soraka gave up her immortality to protect the mortal races from their own more violent instincts. She endeavors to spread the virtues of compassion and mercy to everyone she meets—even...",Support',Mage',Mana,2,5,7,3,Soraka.png,champion3.png,champion,384,48,48,48,529.04,78,350.8,60,325,32,3.8,30,0.5,550,2.5,0.5,11.5,0.4,0,0,50.04,3,2.14,0.625,348,174,0.5,642,335,0.5218068535825545,770,422,0.548051948051948,550,279,0.5072727272727273,327,165,0.5045871559633027
9.22.1,Swain,50,Swain,TRUE,,,,TRUE,TRUE,the Noxian Grand General,"Jericho Swain is the visionary ruler of Noxus, an expansionist nation that reveres only strength. Though he was cast down and crippled in the Ionian wars, his left arm severed, he seized control of the empire with ruthless determination… and a new...",Mage',Fighter',Mana,2,6,9,8,Swain.png,champion3.png,champion,432,48,48,48,525,85,468,28.5,335,22.72,4,30,0.5,525,7,0.65,8,0.8,0,0,58,2.7,2.11,0.625,334,161,0.4820359281437126,688,359,0.5218023255813954,760,393,0.5171052631578947,586,288,0.49146757679180886,354,180,0.5084745762711864
9.22.1,Sylas,517,Sylas,TRUE,TRUE,TRUE,TRUE,,,the Unshackled,"Raised in one of Demacia's lesser quarters, Sylas of Dregbourne has come to symbolize the darker side of the Great City. As a boy, his ability to root out hidden sorcery caught the attention of the notorious mageseekers, who eventually imprisoned him...",Mage',Assassin',Mana,3,4,8,5,Sylas.png,champion3.png,champion,0,96,48,48,585,95,280,50,340,32,3,39,1.25,175,9,0.9,7,0.8,0,0,61,3,3.5,0.645,116,52,0.4482758620689655,206,84,0.4077669902912621,282,132,0.46808510638297873,193,89,0.46113989637305697,105,46,0.4380952380952381
9.22.1,Syndra,134,Syndra,TRUE,,,TRUE,,,the Dark Sovereign,"Syndra is a fearsome Ionian mage with incredible power at her command. As a child, she disturbed the village elders with her reckless and wild magic. She was sent away to be taught greater control, but eventually discovered her supposed mentor was...",Mage',Support',Mana,2,3,9,8,Syndra.png,champion3.png,champion,48,96,48,48,523,90,480,40,330,24.712,3.4,30,0.5,550,6.5,0.6,8,0.8,0,0,53.872,2.9,2,0.625,311,165,0.5305466237942122,599,300,0.5008347245409015,776,382,0.49226804123711343,569,263,0.46221441124780316,396,174,0.4393939393939394
9.22.1,TahmKench,223,Tahm Kench,TRUE,,,,,TRUE,the River King,"Known by many names throughout history, the demon Tahm Kench travels the waterways of Runeterra, feeding his insatiable appetite with the misery of others. Though he may appear singularly charming and proud, he swaggers through the physical realm like a...",Support',Tank',Mana,3,9,6,5,TahmKench.png,champion3.png,champion,96,96,48,48,600,100,325,40,335,47,3.5,32.1,1.25,175,6.5,0.55,8,1,0,0,56,3.2,2.5,0.658,45,25,0.5555555555555556,85,33,0.38823529411764707,120,50,0.4166666666666667,70,31,0.44285714285714284,43,20,0.46511627906976744
9.22.1,Taliyah,163,Taliyah,TRUE,,TRUE,TRUE,,,the Stoneweaver,"Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...",Mage',Support',Mana,1,7,8,5,Taliyah.png,champion3.png,champion,144,96,48,48,532,90,425,30,335,20,3.5,30,0.5,525,7,0.7,9.335,0.85,0,0,58,3.3,1.36,0.625,77,43,0.5584415584415584,167,96,0.5748502994011976,190,90,0.47368421052631576,177,89,0.5028248587570622,86,34,0.3953488372093023
9.22.1,Talon,91,Talon,FALSE,,,TRUE,,,the Blade's Shadow,"Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive...",Assassin',,Mana,9,3,1,7,Talon.png,champion3.png,champion,192,96,48,48,588,95,377.2,37,335,30,3.5,39,1.25,125,8.5,0.75,7.6,0.8,0,0,68,3.1,2.9,0.625,303,152,0.5016501650165016,522,278,0.5325670498084292,750,378,0.504,549,269,0.4899817850637523,351,188,0.5356125356125356
9.22.1,Taric,44,Taric,TRUE,,,,,TRUE,the Shield of Valoran,"Taric is the Aspect of the Protector, wielding incredible power as Runeterra's guardian of life, love, and beauty. Shamed by a dereliction of duty and exiled from his homeland Demacia, Taric ascended Mount Targon to find redemption, only to discover a...",Support',Fighter',Mana,4,8,5,3,Taric.png,champion3.png,champion,240,96,48,48,575,90,300,60,340,40,3.4,32.1,1.25,150,6,0.5,8.5,0.8,0,0,55,3.5,2,0.625,117,67,0.5726495726495726,235,133,0.5659574468085107,255,141,0.5529411764705883,160,90,0.5625,90,53,0.5888888888888889
9.22.1,Teemo,17,Teemo,FALSE,TRUE,,,,,the Swift Scout,"Undeterred by even the most dangerous and threatening of obstacles, Teemo scouts the world with boundless enthusiasm and a cheerful spirit. A yordle with an unwavering sense of morality, he takes pride in following the Bandle Scout's Code, sometimes...",Marksman',Assassin',Mana,5,3,7,6,Teemo.png,champion3.png,champion,288,96,48,48,528,90,334,20,330,24.3,3.75,30,0.5,500,5.5,0.65,9.6,0.45,0,0,54,3,3.38,0.69,326,161,0.4938650306748466,576,267,0.4635416666666667,796,395,0.4962311557788945,637,342,0.5368916797488226,554,299,0.5397111913357401
9.22.1,Thresh,412,Thresh,TRUE,,,,,TRUE,the Chain Warden,"Sadistic and cunning, Thresh is an ambitious and restless spirit of the Shadow Isles. Once the custodian of countless arcane secrets, he was undone by a power greater than life or death, and now sustains himself by tormenting and breaking others with...",Support',Fighter',Mana,5,6,6,7,Thresh.png,champion3.png,champion,336,96,48,48,560.52,93,273.92,44,335,28,0,30,0.5,450,7,0.55,6,0.8,0,0,56,2.2,3.5,0.625,1118,563,0.5035778175313059,2113,1048,0.49597728348319925,2642,1301,0.4924299772899319,1878,964,0.5133120340788072,1079,516,0.4782205746061168
9.22.1,Tristana,18,Tristana,TRUE,,,TRUE,TRUE,,the Yordle Gunner,"While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her...",Marksman',Assassin',Mana,9,3,5,4,Tristana.png,champion3.png,champion,384,96,48,48,559,88,250,32,325,26,3,30,0.5,525,3.75,0.65,7.2,0.45,0,0,61,3.3,1.5,0.656,502,281,0.5597609561752988,1024,527,0.5146484375,1250,622,0.4976,855,413,0.4830409356725146,528,260,0.49242424242424243
9.22.1,Trundle,48,Trundle,FALSE,TRUE,TRUE,,,,the Troll King,"Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission—not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...",Fighter',Tank',Mana,7,6,2,5,Trundle.png,champion3.png,champion,432,96,48,48,616.28,96,281.6,45,350,37,2.7,32.1,1.25,175,6,0.75,7.508,0.6,0,0,68,3,2.9,0.67,57,30,0.5263157894736842,117,65,0.5555555555555556,158,72,0.45569620253164556,110,49,0.44545454545454544,80,36,0.45
9.22.1,Tryndamere,23,Tryndamere,FALSE,TRUE,,,,,the Barbarian King,"Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the...",Fighter',Assassin',Fury,10,5,2,5,Tryndamere.png,champion4.png,champion,0,0,48,48,625.64,98,100,0,345,33,3.1,32.1,1.25,125,8.5,0.9,0,0,0,0,69,3.7,2.9,0.67,339,192,0.5663716814159292,641,317,0.49453978159126366,813,389,0.4784747847478475,578,288,0.4982698961937716,355,178,0.5014084507042254
9.22.1,TwistedFate,4,Twisted Fate,TRUE,,,TRUE,,,the Card Master,"Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking...",Mage',,Mana,6,2,6,9,TwistedFate.png,champion4.png,champion,48,0,48,48,534,94,333,19,335,20.542,3.15,30,0.5,525,5.5,0.6,8,0.8,0,0,49.954,3.3,3.22,0.651,308,142,0.461038961038961,569,273,0.4797891036906854,692,341,0.49277456647398843,511,259,0.5068493150684932,291,156,0.5360824742268041
9.22.1,Twitch,29,Twitch,FALSE,,,,TRUE,,the Plague Rat,"A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...",Marksman',Assassin',Mana,9,2,3,6,Twitch.png,champion4.png,champion,96,0,48,48,582,84,287.2,40,330,27,3,30,0.5,550,3.75,0.6,7.256,0.45,0,0,59,3.11,3.38,0.679,278,154,0.5539568345323741,531,280,0.527306967984934,637,315,0.4945054945054945,519,292,0.5626204238921002,301,176,0.584717607973422
9.22.1,Udyr,77,Udyr,TRUE,,TRUE,,,,the Spirit Walker,"Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the...",Fighter',Tank',Mana,8,7,4,7,Udyr.png,champion4.png,champion,144,0,48,48,593.32,99,270.4,30,345,34,4,32.1,1.25,125,6,0.75,7.506,0.45,0,0,66,5,2.67,0.658,151,73,0.48344370860927155,364,212,0.5824175824175825,469,236,0.5031982942430704,302,155,0.5132450331125827,161,74,0.45962732919254656
9.22.1,Urgot,6,Urgot,TRUE,TRUE,,,,,the Dreadnought,"Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredge—a prison mine deep beneath Zaun. Emerging in a disaster that...",Fighter',Tank',Mana,8,5,3,8,Urgot.png,champion4.png,champion,192,0,48,48,585,88,340,45,330,36,4.25,32.1,1.25,350,7.5,0.7,7.25,0.8,0,0,63,4,3.75,0.625,138,71,0.5144927536231884,295,143,0.4847457627118644,424,205,0.4834905660377358,246,122,0.4959349593495935,171,91,0.5321637426900585
9.22.1,Varus,110,Varus,TRUE,,,,TRUE,,the Arrow of Retribution,"One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...",Marksman',Mage',Mana,7,3,4,2,Varus.png,champion4.png,champion,240,0,48,48,500,89,360,33,330,27,3.4,30,0.5,575,3.5,0.55,8,0.8,0,0,61,3.11,3,0.658,178,91,0.5112359550561798,361,184,0.5096952908587258,489,228,0.4662576687116564,349,165,0.47277936962750716,209,106,0.507177033492823
9.22.1,Vayne,67,Vayne,TRUE,TRUE,,,TRUE,,the Night Hunter,"Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...",Marksman',Assassin',Mana,10,1,1,8,Vayne.png,champion4.png,champion,288,0,48,48,515,89,231.8,35,330,23,3.4,30,0.5,550,3.5,0.55,6.972,0.4,0,0,60,2.36,3.3,0.658,601,272,0.4525790349417637,1229,591,0.4808787632221318,1615,801,0.49597523219814244,1093,584,0.5343092406221409,648,355,0.5478395061728395
9.22.1,Veigar,45,Veigar,TRUE,,,TRUE,,TRUE,the Tiny Master of Evil,"An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...",Mage',,Mana,2,2,10,7,Veigar.png,champion4.png,champion,336,0,48,48,505,94,490,26,340,22.55,3.75,30,0.5,550,6.5,0.6,8,0.8,0,0,50.71,2.625,2.24,0.625,382,174,0.45549738219895286,709,350,0.4936530324400564,934,465,0.49785867237687365,776,398,0.5128865979381443,526,270,0.5133079847908745
9.22.1,Velkoz,161,Vel'Koz,TRUE,,,TRUE,,TRUE,the Eye of the Void,"It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...",Mage',,Mana,2,2,10,8,Velkoz.png,champion4.png,champion,384,0,48,48,520,88,469,21,340,21.88,3.5,30,0.5,525,5.5,0.55,8,0.8,0,0,54.9379,3.1416,1.36,0.625,249,119,0.4779116465863454,523,276,0.5277246653919694,740,388,0.5243243243243243,512,252,0.4921875,416,175,0.4206730769230769
9.22.1,Vi,254,Vi,TRUE,,TRUE,,,,the Piltover Enforcer,"Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive...",Fighter',Assassin',Mana,8,5,3,4,Vi.png,champion4.png,champion,432,0,48,48,585,85,295,45,340,30,4,32.1,1.25,125,10,1,8,0.65,0,0,63,3.5,2,0.644,303,164,0.5412541254125413,599,301,0.5025041736227045,824,430,0.5218446601941747,569,300,0.5272407732864675,312,149,0.4775641025641026
9.22.1,Viktor,112,Viktor,TRUE,TRUE,,TRUE,,,the Machine Herald,"The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology...",Mage',,Mana,2,4,10,9,Viktor.png,champion4.png,champion,0,48,48,48,530,90,405,25,335,23,4,30,0.5,525,8,0.65,8,0.8,0,0,53,3,2.11,0.658,177,78,0.4406779661016949,304,159,0.5230263157894737,386,185,0.4792746113989637,274,128,0.46715328467153283,205,100,0.4878048780487805
9.22.1,Vladimir,8,Vladimir,FALSE,TRUE,,TRUE,,,the Crimson Reaper,"A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...",Mage',,Crimson Rush,2,6,8,7,Vladimir.png,champion4.png,champion,48,48,48,48,537,96,2,0,330,23,3.3,30,0.5,450,7,0.6,0,0,0,0,55,3,2,0.658,579,266,0.459412780656304,1135,517,0.4555066079295154,1476,730,0.494579945799458,995,523,0.5256281407035176,615,330,0.5365853658536586
9.22.1,Volibear,106,Volibear,TRUE,TRUE,TRUE,,,TRUE,the Thunder's Roar,"The thunderous demigod known as the Thousand-Pierced Bear is the battle-spirit of the Freljord. Thousands of years of constant and bitter wars, fought in the coldest winters, have hardened Volibear into a truly indomitable force, hurling bolts of...",Fighter',Tank',Mana,7,7,4,3,Volibear.png,champion4.png,champion,96,48,48,48,584.48,86,270.4,30,345,35,3.5,32.1,1.25,125,8,0.65,8.092,0.65,0,0,68,3.3,2.67,0.658,256,137,0.53515625,480,243,0.50625,628,314,0.5,439,214,0.4874715261958998,297,150,0.5050505050505051
9.22.1,Warwick,19,Warwick,TRUE,TRUE,TRUE,,,,the Uncaged Wrath of Zaun,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...",Fighter',Tank',Mana,9,5,3,3,Warwick.png,champion4.png,champion,144,48,48,48,550,85,280,35,335,33,3.2,32.1,1.25,125,4,0.75,7.466,0.575,0,0,65,3,2.3,0.638,335,185,0.5522388059701493,608,336,0.5526315789473685,702,367,0.5227920227920227,497,247,0.4969818913480885,311,158,0.5080385852090032
