Rank,Value,Type,Role,version,id,key,name,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,win_rate,pick_rate,average_KDA,HardCCs,ban_rate,pick_ban_rate
2,3117,Items,Mid,9.22.1,Zilean,26,Zilean,the Chronokeeper,"Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all...",Support',Mage',Mana,2,5,8,6,Zilean.png,champion4.png,champion,144,96,48,48,504,82,452,30,335,24,3.8,30,0.5,550,5.5,0.5,11.335,0.8,51.64,3,2.13,0.625,0.511152416,0.030665755,1.559588509,真,0.006868445,0.037534200
2,1056,Items,Mid,9.22.1,Zoe,142,Zoe,the Aspect of Twilight,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without...",Mage',Support',Mana,1,7,8,5,Zoe.png,champion4.png,champion,192,96,48,48,560,92,425,25,340,20.8,3.5,30,0.5,550,6.5,0.6,8,0.65,58,3.3,2.5,0.625,0.482859941,0.029098267,2.218990755,真,0.031834245,0.060932513
2,2031,Items,Jungle,9.22.1,Amumu,32,Amumu,the Sad Mummy,"Legend claims that Amumu is a lonely and melancholy soul from ancient Shurima, roaming the world in search of a friend. Doomed by an ancient curse to remain alone forever, his touch is death, his affection ruin. Those who claim to have seen him describe...",Tank',Mage',Mana,2,6,8,3,Amumu.png,champion0.png,champion,192,0,48,48,613.12,84,287.2,40,335,33,3.8,32.1,1.25,125,9,0.85,7.382,0.525,53.38,3.8,2.18,0.736,0.501918159,0.044573643,1.833964946,真,0.008065435,0.052639079
2,3047,Items,Jungle,9.22.1,Camille,164,Camille,the Steel Shadow,"Weaponized to operate outside the boundaries of the law, Camille is the Principal Intelligencer of Clan Ferros—an elegant and elite agent who ensures the Piltover machine and its Zaunite underbelly runs smoothly. Adaptable and precise, she views sloppy...",Fighter',Tank',Mana,8,6,3,4,Camille.png,champion0.png,champion,240,48,48,48,575.6,85,338.8,32,340,35,3.8,32.1,1.25,125,8.5,0.8,8.15,0.75,68,3.5,2.5,0.644,0.471195652,0.052439580,1.957811649,真,0.013337893,0.065777474
2,3047,Items,Jungle,9.22.1,DrMundo,36,Dr. Mundo,the Madman of Zaun,"Utterly insane, unrepentantly homicidal, and horrifyingly purple, Dr. Mundo is what keeps many of Zaun's citizens indoors on particularly dark nights. This monosyllabic monstrosity seems to want nothing more than pain—both the giving of it, and the...",Fighter',Tank',None,5,7,6,5,DrMundo.png,champion0.png,champion,96,96,48,48,582.52,89,0,0,345,36,3.5,32.1,1.25,125,8,0.75,0,0,61.27,3.5,2.8,0.721,0.515557476,0.065948472,2.032591273,伪,0.077291382,0.143239854
2,3100,Items,Jungle,9.22.1,Ekko,245,Ekko,the Boy Who Shattered Time,"A prodigy from the rough streets of Zaun, Ekko manipulates time to twist any situation to his advantage. Using his own invention, the Zero Drive, he explores the branching possibilities of reality to craft the perfect moment. Though he revels in this...",Assassin',Fighter',Mana,5,3,7,8,Ekko.png,champion0.png,champion,144,96,48,48,585,85,280,50,340,32,3,32,1.25,125,9,0.9,7,0.8,58,3,3.3,0.688,0.533045777,0.204827861,2.379167757,真,0.394408345,0.599236206
2,3165,Items,Jungle,9.22.1,Elise,60,Elise,the Spider Queen,"Elise is a deadly predator who dwells in a shuttered, lightless palace, deep within the oldest city of Noxus. Once mortal, she was the mistress of a powerful house, but the bite of a vile demigod transformed her into something beautiful, yet utterly...",Mage',Fighter',Mana,6,5,7,9,Elise.png,champion0.png,champion,192,96,48,48,534,93,324,50,330,27,3.35,30,0.5,550,5.5,0.6,6,0.8,55,3,1.75,0.625,0.488051471,0.062015504,2.152782271,真,0.035995212,0.098010716
2,3100,Items,Jungle,9.22.1,Evelynn,28,Evelynn,Agony's Embrace,"Within the dark seams of Runeterra, the demon Evelynn searches for her next victim. She lures in prey with the voluptuous façade of a human female, but once a person succumbs to her charms, Evelynn's true form is unleashed. She then subjects her victim...",Assassin',Mage',Mana,4,2,7,10,Evelynn.png,champion0.png,champion,240,96,48,48,572,84,315.6,42,335,37,3.5,32.1,1.25,125,8.5,0.75,8.108,0.6,61,3,2.1,0.667,0.488307350,0.051185591,2.441669996,真,0.151305290,0.202490880
2,3098,Items,Jungle,9.22.1,Fiddlesticks,9,Fiddlesticks,the Harbinger of Doom,"Fiddlesticks is a ghastly, living scarecrow who stalks the darkness, wielding a cruel scythe and preying upon the unwary. Once a lonely man accused of bringing famine to his village, he was tied up and left to starve in his own barren field. Resurrected...",Mage',Support',Mana,2,3,9,9,Fiddlesticks.png,champion0.png,champion,336,96,48,48,524.4,80,500,28,335,30,3.5,30,0.5,480,5.5,0.6,8,0.8,48.36,2.625,2.11,0.625,0.507312614,0.031178751,1.652316465,真,0.010231418,0.041410169
2,3157,Items,Jungle,9.22.1,Gragas,79,Gragas,the Rabble Rouser,"Equal parts jolly and imposing, Gragas is a massive, rowdy brewmaster on his own quest for the perfect pint of ale. Hailing from parts unknown, he now searches for rare ingredients among the unblemished wastes of the Freljord, trying each recipe as he...",Fighter',Mage',Mana,4,7,6,5,Gragas.png,champion1.png,champion,192,0,48,48,600,95,400,47,330,35,3.6,32.1,1.25,125,5.5,0.5,6,0.8,64,3.5,2.05,0.675,0.432465173,0.047053124,1.820754717,真,0.005984952,0.053038076
2,3142,Items,Jungle,9.22.1,Graves,104,Graves,the Outlaw,"Malcolm Graves is a renowned mercenary, gambler, and thief—a wanted man in every city and empire he has visited. Even though he has an explosive temper, he possesses a strict sense of criminal honor, often enforced at the business end of his...",Marksman',,Mana,8,5,3,3,Graves.png,champion1.png,champion,240,0,48,48,555,92,325,40,340,33,3.4,30,1,425,8,0.7,8,0.7,68,3,2.6,0.475,0.531360947,0.048164615,2.295480484,伪,0.006697446,0.054862061
2,3053,Items,Jungle,9.22.1,Hecarim,120,Hecarim,the Shadow of War,"Hecarim is a spectral fusion of man and beast, cursed to ride down the souls of the living for all eternity. When the Blessed Isles fell into shadow, this proud knight was obliterated by the destructive energies of the Ruination, along with all his...",Fighter',Tank',Mana,8,6,4,6,Hecarim.png,champion1.png,champion,288,0,48,48,580,90,277.2,40,345,36,4,32.1,1.25,175,7,0.75,6.5,0.6,66,3.2,2.5,0.67,0.507239382,0.059051528,2.320273632,真,0.044374145,0.103425673
2,3174,Items,Jungle,9.22.1,Ivern,427,Ivern,the Green Father,"Ivern Bramblefoot, known to many as the Green Father, is a peculiar half man, half tree who roams Runeterra's forests, cultivating life everywhere he goes. He knows the secrets of the natural world, and holds deep friendships with all things that grow...",Support',Mage',Mana,3,5,7,7,Ivern.png,champion1.png,champion,0,48,48,48,585,95,450,60,330,27,3.5,32.1,1.25,475,7,0.85,6,0.75,50,3,3.4,0.644,0.4625,0.009119927,1.514600909,真,0.002279982,0.011399909
2,1400,Items,Jungle,9.22.1,JarvanIV,59,Jarvan IV,the Exemplar of Demacia,"Prince Jarvan, scion of the Lightshield dynasty, is heir apparent to the throne of Demacia. Raised to be a paragon of his nation's greatest virtues, he is forced to balance the heavy expectations placed upon him with his own desire to fight on the front...",Tank',Fighter',Mana,6,8,3,5,JarvanIV.png,champion1.png,champion,96,48,48,48,570,90,300,40,340,34,3.6,32.1,1.25,175,8,0.7,6.5,0.45,64,3.4,2.5,0.658,0.484420173,0.088719790,1.975258557,真,0.018610351,0.107330141
2,3111,Items,Jungle,9.22.1,Jax,24,Jax,Grandmaster at Arms,"Unmatched in both his skill with unique armaments and his biting sarcasm, Jax is the last known weapons master of Icathia. After his homeland was laid low by its own hubris in unleashing the Void, Jax and his kind vowed to protect what little remained...",Fighter',Assassin',Mana,7,5,7,5,Jax.png,champion1.png,champion,144,48,48,48,592.8,85,338.8,32,350,36,3,32.1,1.25,125,8.5,0.55,7.576,0.7,68,3.375,3.4,0.638,0.500997009,0.114341085,2.044467696,真,0.207107843,0.321448928
2,3165,Items,Jungle,9.22.1,Karthus,30,Karthus,the Deathsinger,"The harbinger of oblivion, Karthus is an undying spirit whose haunting songs are a prelude to the horror of his nightmarish appearance. The living fear the eternity of undeath, but Karthus sees only beauty and purity in its embrace, a perfect union of...",Mage',,Mana,2,2,10,7,Karthus.png,champion1.png,champion,0,96,48,48,528,87,467,30.5,335,20.88,3.5,30,0.5,450,6.5,0.55,8,0.8,45.66,3.25,2.11,0.625,0.476953908,0.028442772,2.120686987,伪,0.014990880,0.043433653
2,3111,Items,Jungle,9.22.1,Kayn,141,Kayn,the Shadow Reaper,"A peerless practitioner of lethal shadow magic, Shieda Kayn battles to achieve his true destiny—to one day lead the Order of Shadow into a new era of Ionian supremacy. He wields the sentient darkin weapon Rhaast, undeterred by its creeping corruption of...",Fighter',Assassin',Mana,10,6,1,8,Kayn.png,champion1.png,champion,192,96,48,48,585,85,410,50,340,38,3.3,32.1,1.25,175,8,0.75,11.5,0.95,68,3.3,2.7,0.669,0.512758787,0.118388053,2.197732164,真,0.101117191,0.219505244
2,3047,Items,Jungle,9.22.1,Khazix,121,Kha'Zix,the Voidreaver,"The Void grows, and the Void adapts—in none of its myriad spawn are these truths more apparent than Kha'Zix. Evolution drives the core of this mutating horror, born to survive and to slay the strong. Where it struggles to do so, it grows new, more...",Assassin',,Mana,9,4,3,6,Khazix.png,champion1.png,champion,288,96,48,48,572.8,85,327.2,40,350,36,3,32.1,1.25,125,7.5,0.75,7.59,0.5,63,3.1,2.7,0.668,0.506216696,0.112317601,2.476555159,伪,0.171682627,0.284000228
2,3031,Items,Jungle,9.22.1,Kindred,203,Kindred,The Eternal Hunters,"Separate, but never parted, Kindred represents the twin essences of death. Lamb's bow offers a swift release from the mortal realm for those who accept their fate. Wolf hunts down those who run from their end, delivering violent finality within his...",Marksman',,Mana,8,2,2,4,Kindred.png,champion1.png,champion,336,96,48,48,540,85,300,35,325,29,3.5,30,0.5,500,7,0.55,6.972,0.4,65,2.26,3.5,0.625,0.506715507,0.023341313,2.073935331,伪,0.006298450,0.029639763
2,1400,Items,Jungle,9.22.1,LeeSin,64,Lee Sin,the Blind Monk,"A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...",Fighter',Assassin',Energy,8,5,3,6,LeeSin.png,champion2.png,champion,48,0,48,48,575,85,200,0,345,33,3.7,32.1,1.25,125,7.5,0.7,50,0,70,3.2,3,0.651,0.464721643,0.191461468,2.157083533,真,0.111263110,0.302724578
2,3006,Items,Jungle,9.22.1,MasterYi,11,Master Yi,the Wuju Bladesman,"Master Yi has tempered his body and sharpened his mind, so that thought and action have become almost as one. Though he chooses to enter into violence only as a last resort, the grace and speed of his blade ensures resolution is always swift. As one of...",Assassin',Fighter',Mana,10,4,2,4,MasterYi.png,champion2.png,champion,0,48,48,48,598.56,92,250.56,42,355,33,3,32.1,1.25,125,7.5,0.65,7.256,0.45,66,3,2,0.679,0.515937941,0.101031692,2.269594867,伪,0.266102371,0.367134063
2,3071,Items,Jungle,9.22.1,MonkeyKing,62,Wukong,the Monkey King,"Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial...",Fighter',Tank',Mana,8,5,2,3,MonkeyKing.png,champion2.png,champion,96,48,48,48,577.8,85,265.84,38,345,34,3.5,32.1,1.25,175,6,0.65,8.042,0.65,68,4,3,0.711,0.524193548,0.028271774,2.240875912,真,0.002678979,0.030950752
2,3020,Items,Jungle,9.22.1,Nidalee,76,Nidalee,the Bestial Huntress,"Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...",Assassin',Mage',Mana,5,4,7,8,Nidalee.png,champion2.png,champion,432,48,48,48,545,85,295.6,45,335,28,3.5,30,0.5,525,6,0.6,6,0.8,61,3.5,3.22,0.638,0.460410557,0.029155267,2.214359862,伪,0.002593479,0.031748746
2,3026,Items,Jungle,9.22.1,Nocturne,56,Nocturne,the Eternal Nightmare,"A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...",Assassin',Fighter',Mana,9,5,2,4,Nocturne.png,champion2.png,champion,0,96,48,48,585,85,275,35,345,38,3.5,32.1,1.25,125,8.5,0.75,7,0.45,62,3.1,2.7,0.721,0.511513779,0.075495896,2.251340996,真,0.033173735,0.108669631
2,3742,Items,Jungle,9.22.1,Nunu,20,Nunu & Willump,the Boy and His Yeti,"Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...",Tank',Fighter',Mana,4,6,7,4,Nunu.png,champion2.png,champion,48,96,48,48,570,82,280,42,345,32,3,32.1,1.25,125,5,0.8,7,0.5,61,3,2.25,0.625,0.514776632,0.041467168,1.749966483,真,0.018040356,0.059507524
2,1400,Items,Jungle,9.22.1,Olaf,2,Olaf,the Berserker,"An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing—a coward's fate, and a great...",Fighter',Tank',Mana,9,5,3,3,Olaf.png,champion2.png,champion,96,96,48,48,597.24,93,315.6,42,350,35,3,32.1,1.25,125,8.5,0.9,7.466,0.575,68,3.5,2.7,0.694,0.506819422,0.052240082,2.161084221,伪,0.019493844,0.071733926
2,3111,Items,Jungle,9.22.1,Pantheon,80,Pantheon,the Unbreakable Spear,"Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn...",Fighter',Assassin',Mana,9,4,3,4,Pantheon.png,champion2.png,champion,240,96,48,48,580,95,317.12,31,355,40,3.75,28,1.25,175,10,0.65,7.356,0.45,64,3.3,2.95,0.644,0.477199447,0.061873005,2.026859504,真,0.136855905,0.198728910
2,3111,Items,Jungle,9.22.1,Poppy,78,Poppy,Keeper of the Hammer,"Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled “Hero of Demacia,” said...",Tank',Fighter',Mana,6,7,2,6,Poppy.png,champion2.png,champion,288,96,48,48,540,90,280,40,345,38,3.5,32,1.25,125,8,0.8,7,0.7,64,4,2.5,0.625,0.434530707,0.024595303,1.794123909,真,0.007780438,0.032375741
2,3142,Items,Jungle,9.22.1,Qiyana,246,Qiyana,Empress of the Elements,"In the jungle city of Ixaocan, Qiyana plots her own ruthless path to the high seat of the Yun Tal. Last in line to succeed her parents, she faces those who stand in her way with brash confidence and unprecedented mastery over elemental magic. With the...",Assassin',Fighter',Mana,0,2,4,8,Qiyana.png,champion2.png,champion,384,96,48,48,590,90,320,50,335,28,3.5,32.1,1.25,150,8.5,0.65,8,0.7,64,3.1,2.1,0.625,0.449817262,0.101373689,2.093494146,真,0.124800502,0.226174191
2,3047,Items,Jungle,9.22.1,Rammus,33,Rammus,the Armordillo,"Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes—from demigod, to sacred oracle, to a mere beast...",Tank',Fighter',Mana,4,10,5,5,Rammus.png,champion3.png,champion,48,0,48,48,564.48,86,310.44,33,335,36,4.3,32.1,1.25,125,8,0.55,7.84,0.5,55.88,3.5,2.215,0.625,0.490625,0.027359781,1.748859316,真,0.035966712,0.063326493
2,3047,Items,Jungle,9.22.1,RekSai,421,Rek'Sai,the Void Burrower,"An apex predator, Rek'Sai is a merciless Void-spawn that tunnels beneath the ground to ambush and devour unsuspecting prey. Her insatiable hunger has laid waste to entire regions of the once-great empire of Shurima—merchants, traders, even armed...",Fighter',,Rage,8,5,2,3,RekSai.png,champion3.png,champion,96,0,48,48,570,85,100,0,335,36,3.75,32.1,1.25,175,7.5,0.65,0,0,64,3,2,0.667,0.475,0.027359781,2.247718383,真,0.008122435,0.035482216
2,3142,Items,Jungle,9.22.1,Rengar,107,Rengar,the Pridestalker,"Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who...",Assassin',Fighter',Ferocity,7,4,2,8,Rengar.png,champion3.png,champion,192,0,48,48,585,90,4,0,345,34,3,32.1,1.25,125,7,0.5,0,0,68,3,3,0.667,0.521453811,0.056458048,2.300940702,真,0.064352485,0.120810534
2,3083,Items,Jungle,9.22.1,Sejuani,113,Sejuani,Fury of the North,"Sejuani is the brutal, unforgiving Iceborn warmother of the Winter's Claw, one of the most feared tribes of the Freljord. Her people's survival is a constant, desperate battle against the elements, forcing them to raid Noxians, Demacians, and Avarosans...",Tank',Fighter',Mana,5,7,6,4,Sejuani.png,champion3.png,champion,384,0,48,48,560,95,400,40,340,34,4.25,32.1,1.25,150,8.5,1,7,0.7,66,4,3.5,0.625,0.478260870,0.020975832,1.830204307,真,0.004474464,0.025450296
2,3020,Items,Jungle,9.22.1,Shaco,35,Shaco,the Demon Jester,"Crafted long ago as a plaything for a lonely prince, the enchanted marionette Shaco now delights in murder and mayhem. Corrupted by dark magic and the loss of his beloved charge, the once-kind puppet finds pleasure only in the misery of the poor souls...",Assassin',,Mana,8,4,6,9,Shaco.png,champion3.png,champion,0,48,48,48,587,89,297.2,40,350,30,3.5,32.1,1.25,125,8.5,0.55,7.156,0.45,63,3,3,0.694,0.527978934,0.086582307,2.325227964,真,0.389534884,0.476117191
2,3115,Items,Jungle,9.22.1,Shyvana,102,Shyvana,the Half-Dragon,"Shyvana is a creature with the magic of a rune shard burning within her heart. Though she often appears humanoid, she can take her true form as a fearsome dragon, incinerating her foes with fiery breath. Having saved the life of the crown prince Jarvan...",Fighter',Tank',Fury,8,6,3,4,Shyvana.png,champion3.png,champion,96,48,48,48,595,95,100,0,350,38,3.35,32.1,1.25,125,8.5,0.8,0,0,66,3.4,2.5,0.658,0.491725768,0.024110807,2.198162111,伪,0.004160967,0.028271774
2,1400,Items,Jungle,9.22.1,Skarner,72,Skarner,the Crystal Vanguard,"Skarner is an immense crystalline scorpion from a hidden valley in Shurima. Part of the ancient Brackern race, Skarner and his kin are known for their great wisdom and deep connection to the land, as their souls are fused with powerful life crystals...",Fighter',Tank',Mana,7,6,5,5,Skarner.png,champion3.png,champion,288,48,48,48,601.28,90,320,40,335,38,3.8,32.1,1.25,125,9,0.85,7.206,0.45,65,4.5,2.1,0.625,0.501730104,0.008236434,1.995542348,真,0.000911993,0.009148427
2,3285,Items,Jungle,9.22.1,Sylas,517,Sylas,the Unshackled,"Raised in one of Demacia's lesser quarters, Sylas of Dregbourne has come to symbolize the darker side of the Great City. As a boy, his ability to root out hidden sorcery caught the attention of the notorious mageseekers, who eventually imprisoned him...",Mage',Assassin',Mana,3,4,8,5,Sylas.png,champion3.png,champion,0,96,48,48,585,95,280,50,340,32,3,39,1.25,175,9,0.9,7,0.8,61,3,3.5,0.645,0.440217391,0.020975832,1.908703980,真,0.012568399,0.033544232
2,1402,Items,Jungle,9.22.1,Taliyah,163,Taliyah,the Stoneweaver,"Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...",Mage',Support',Mana,1,7,8,5,Taliyah.png,champion3.png,champion,144,96,48,48,532,90,425,30,335,20,3.5,30,0.5,525,7,0.7,9.335,0.85,58,3.3,1.36,0.625,0.493534483,0.013223894,2.222139396,真,0.000769494,0.013993388
2,3078,Items,Jungle,9.22.1,Trundle,48,Trundle,the Troll King,"Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission—not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...",Fighter',Tank',Mana,7,6,2,5,Trundle.png,champion3.png,champion,432,96,48,48,616.28,96,281.6,45,350,37,2.7,32.1,1.25,175,6,0.75,7.508,0.6,68,3,2.9,0.67,0.496717724,0.013024396,1.907570054,伪,0.001054492,0.014078887
2,1400,Items,Jungle,9.22.1,Udyr,77,Udyr,the Spirit Walker,"Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the...",Fighter',Tank',Mana,8,7,4,7,Udyr.png,champion4.png,champion,144,0,48,48,593.32,99,270.4,30,345,34,4,32.1,1.25,125,6,0.75,7.506,0.45,66,5,2.67,0.658,0.522565321,0.035995212,1.997921924,真,0.020719334,0.056714546
2,3047,Items,Jungle,9.22.1,Vi,254,Vi,the Piltover Enforcer,"Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive...",Fighter',Assassin',Mana,8,5,3,4,Vi.png,champion4.png,champion,432,0,48,48,585,85,295,45,340,30,4,32.1,1.25,125,10,1,8,0.65,63,3.5,2,0.644,0.519359146,0.064038988,2.024382546,真,0.012397401,0.076436389
2,3742,Items,Jungle,9.22.1,Volibear,106,Volibear,the Thunder's Roar,"The thunderous demigod known as the Thousand-Pierced Bear is the battle-spirit of the Freljord. Thousands of years of constant and bitter wars, fought in the coldest winters, have hardened Volibear into a truly indomitable force, hurling bolts of...",Fighter',Tank',Mana,7,7,4,3,Volibear.png,champion4.png,champion,96,48,48,48,584.48,86,270.4,30,345,35,3.5,32.1,1.25,125,8,0.65,8.092,0.65,68,3.3,2.67,0.658,0.501882733,0.052981076,2.093457944,真,0.008834929,0.061816005
2,3047,Items,Jungle,9.22.1,Warwick,19,Warwick,the Uncaged Wrath of Zaun,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...",Fighter',Tank',Mana,9,5,3,3,Warwick.png,champion4.png,champion,144,48,48,48,550,85,280,35,335,33,3.2,32.1,1.25,125,4,0.75,7.466,0.575,65,3,2.3,0.638,0.522620170,0.060476516,2.136315917,真,0.015047880,0.075524396
2,3111,Items,Jungle,9.22.1,XinZhao,5,Xin Zhao,the Seneschal of Demacia,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...",Fighter',Assassin',Mana,8,6,3,2,XinZhao.png,champion4.png,champion,288,48,48,48,570,92,273.8,35,345,35,3.5,32.1,1.25,175,8,0.7,7.256,0.45,66,3,3.5,0.645,0.496214728,0.041410169,2.009151224,真,0.008293434,0.049703602
2,3083,Items,Jungle,9.22.1,Zac,154,Zac,the Secret Weapon,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...",Tank',Fighter',None,3,7,7,8,Zac.png,champion4.png,champion,0,96,48,48,615,95,0,0,340,33,3.5,32,1.25,175,8,0.5,0,0,60,3.4,1.6,0.736,0.526899612,0.051385089,2.022251481,真,0.022970816,0.074355905
2,3047,Items,Top,9.22.1,Aatrox,266,Aatrox,the Darkin Blade,"Once honored defenders of Shurima against the Void, Aatrox and his brethren would eventually become an even greater threat to Runeterra, and were defeated only by cunning mortal sorcery. But after centuries of imprisonment, Aatrox was the first to find...",Fighter',Tank',Blood Well,8,4,3,4,Aatrox.png,champion0.png,champion,0,0,48,48,580,90,0,0,345,38,3.25,32.1,1.25,175,3,1,0,0,60,5,2.5,0.651,0.454059829,0.053351573,1.905561993,真,0.053408573,0.106760146
2,3157,Items,Top,9.22.1,Akali,84,Akali,the Rogue Assassin,"Abandoning the Kinkou Order and her title of the Fist of Shadow, Akali now strikes alone, ready to be the deadly weapon her people need. Though she holds onto all she learned from her master Shen, she has pledged to defend Ionia from its enemies, one...",Assassin',,Energy,5,3,8,7,Akali.png,champion0.png,champion,96,0,48,48,575,95,200,0,345,23,3.5,37,1.25,125,8,0.5,50,0,62.4,3.3,3.2,0.625,0.456450735,0.104708162,2.213386182,伪,0.193142955,0.297851117
2,3047,Items,Top,9.22.1,Camille,164,Camille,the Steel Shadow,"Weaponized to operate outside the boundaries of the law, Camille is the Principal Intelligencer of Clan Ferros—an elegant and elite agent who ensures the Piltover machine and its Zaunite underbelly runs smoothly. Adaptable and precise, she views sloppy...",Fighter',Tank',Mana,8,6,3,4,Camille.png,champion0.png,champion,240,48,48,48,575.6,85,338.8,32,340,35,3.8,32.1,1.25,125,8.5,0.8,8.15,0.75,68,3.5,2.5,0.644,0.471195652,0.052439580,1.957811649,真,0.013337893,0.065777474
2,3800,Items,Top,9.22.1,Chogath,31,Cho'Gath,the Terror of the Void,"From the moment Cho'Gath first emerged into the harsh light of Runeterra's sun, the beast was driven by the most pure and insatiable hunger. A perfect expression of the Void's desire to consume all life, Cho'Gath's complex biology quickly converts...",Tank',Mage',Mana,3,7,7,5,Chogath.png,champion0.png,champion,336,48,48,48,574.4,80,272.2,40,345,38,3.5,32.1,1.25,125,9,0.85,7.206,0.45,69,4.2,1.44,0.625,0.481305235,0.041923165,2.029929351,真,0.007837437,0.049760602
2,3047,Items,Top,9.22.1,Darius,122,Darius,the Hand of Noxus,"There is no greater symbol of Noxian might than Darius, the nation's most feared and battle-hardened commander. Rising from humble origins to become the Hand of Noxus, he cleaves through the empire's enemies—many of them Noxians themselves. Knowing that...",Fighter',Tank',Mana,9,5,1,2,Darius.png,champion0.png,champion,432,48,48,48,582.24,100,263,37.5,340,39,4,32.1,1.25,175,10,0.95,6.6,0.35,64,5,1,0.625,0.504799813,0.121722526,2.104717671,真,0.358299134,0.480021660
2,3047,Items,Top,9.22.1,DrMundo,36,Dr. Mundo,the Madman of Zaun,"Utterly insane, unrepentantly homicidal, and horrifyingly purple, Dr. Mundo is what keeps many of Zaun's citizens indoors on particularly dark nights. This monosyllabic monstrosity seems to want nothing more than pain—both the giving of it, and the...",Fighter',Tank',None,5,7,6,5,DrMundo.png,champion0.png,champion,96,96,48,48,582.52,89,0,0,345,36,3.5,32.1,1.25,125,8,0.75,0,0,61.27,3.5,2.8,0.721,0.515557476,0.065948472,2.032591273,伪,0.077291382,0.143239854
2,1055,Items,Top,9.22.1,Fiora,114,Fiora,the Grand Duelist,"The most feared duelist in all Valoran, Fiora is as renowned for her brusque manner and cunning mind as she is for the speed of her bluesteel rapier. Born to House Laurent in the kingdom of Demacia, Fiora took control of the family from her father in...",Fighter',Assassin',Mana,10,4,2,3,Fiora.png,champion0.png,champion,384,96,48,48,550,85,300,40,345,33,3.5,32.1,1.25,150,8.5,0.55,8,0.7,68,3.3,3.2,0.69,0.508912332,0.078345873,1.994434717,伪,0.121922025,0.200267898
